team_no	attempt_no	turn_no	utterance_no	start	end	subject	verb	object	instructions	pending_instructions	matching
10	1	1	-1	0.204	0.204	R	shows	observe gesture	[]	[]	[]
10	1	1	-1	0.334	0.334	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!	[]	[]	[]
10	1	1	-1	53.525	53.525	R	shows	thinking gesture	[]	[]	[]
10	1	1	-1	53.544	53.544	R	says	hmm, i see.	[]	[]	[]
10	1	1	-1	56.192	56.192	A	adds	Zermatt-Davos (4-9)	[]	[]	[DO_A(ADD(4, 9)), NONMATCH_A(DO_A(ADD(4, 9)))]
10	1	1	0	63.857	66.613	I	says	so now you guys can talk	[]	[]	[]
10	1	1	1	65.774	66.433	B	says	okay .	[]	[]	[]
10	1	1	2	65.954	66.463	A	says	okay .	[]	[]	[]
10	1	1	3	66.493	67.002	B	says	ann .	[]	[]	[]
10	1	1	4	67.332	68.021	A	says	yeah .	[]	[]	[]
10	1	1	5	68.620	69.548	B	says	um	[]	[]	[]
10	1	1	6	71.735	74.821	B	says	tracks , where do they go .	[]	[]	[]
10	1	1	7	78.011	78.820	B	says	mount	[]	[]	[]
10	1	1	8	80.048	81.786	A	says	maybe we should do mount	[]	[]	[]
10	1	1	9	82.274	83.038	B	says	zermatt ?	[ADD(4, None)]	[INSTRUCT_B(ADD(4, None))]	[INSTRUCT_B(ADD(4, None))]
10	1	1	10	83.382	86.168	A	says	gallen to mount davos ?	[ADD(8, 9)]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9))]	[INSTRUCT_A(ADD(8, 9))]
10	1	1	11	85.854	86.752	B	says	which one ?	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9))]	[]
10	1	1	12	87.202	87.771	A	says	the	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9))]	[]
10	1	1	13	89.269	90.182	B	says	say again ?	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9))]	[]
10	1	1	14	89.434	90.587	A	says	mount	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9))]	[]
10	1	1	15	91.197	91.886	A	says	gallen	[ADD(8, None)]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9)), INSTRUCT_A(ADD(8, None))]	[INSTRUCT_A(ADD(8, None))]
10	1	1	16	92.680	94.282	B	says	okay well i'm trying to find it .	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9)), INSTRUCT_A(ADD(8, None))]	[]
10	1	1	17	94.365	96.372	A	says	mount s t	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9)), INSTRUCT_A(ADD(8, None))]	[]
10	1	1	18	96.840	98.427	B	says	gallen i found it yeah .	[ADD(8, None)]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9)), INSTRUCT_A(ADD(8, None)), INSTRUCT_B(ADD(8, None))]	[INSTRUCT_B(ADD(8, None))]
10	1	1	19	98.277	100.569	A	says	to down to mount davos .	[ADD(9, None)]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9)), INSTRUCT_A(ADD(8, None)), INSTRUCT_B(ADD(8, None)), INSTRUCT_A(ADD(9, None))]	[INSTRUCT_A(ADD(9, None))]
10	1	1	-1	98.560	98.560	R	shows	observe gesture	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9)), INSTRUCT_A(ADD(8, None)), INSTRUCT_B(ADD(8, None)), INSTRUCT_A(ADD(9, None))]	[]
10	1	1	20	100.636	101.205	B	says	okay .	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9)), INSTRUCT_A(ADD(8, None)), INSTRUCT_B(ADD(8, None)), INSTRUCT_A(ADD(9, None))]	[]
10	1	1	21	101.385	103.302	B	says	well ann how do you make the tracks again ?	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9)), INSTRUCT_A(ADD(8, None)), INSTRUCT_B(ADD(8, None)), INSTRUCT_A(ADD(9, None))]	[]
10	1	1	22	103.047	103.796	A	says	you pull	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9)), INSTRUCT_A(ADD(8, None)), INSTRUCT_B(ADD(8, None)), INSTRUCT_A(ADD(9, None))]	[]
10	1	1	23	105.062	106.330	A	says	i think .	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9)), INSTRUCT_A(ADD(8, None)), INSTRUCT_B(ADD(8, None)), INSTRUCT_A(ADD(9, None))]	[]
10	1	1	24	107.737	109.116	B	says	it's not working .	[]	[INSTRUCT_B(ADD(4, None)), INSTRUCT_A(ADD(8, 9)), INSTRUCT_A(ADD(8, None)), INSTRUCT_B(ADD(8, None)), INSTRUCT_A(ADD(9, None))]	[]
