A	you ca n't get past through the other mountains right ?
B	i do n't know .
A	okay .
B	oh .
A	oh , okay .
A	yeah .
A	uh okay .
A	okay so this is my view .
B	how do you go back ?
A	okay bob it 's your turn .
A	it 's my turn again .
A	your turn .
B	should we submit ?
A	what ?
B	should we submit ?
A	yeah i think .
A	yeah it 's good .
A	yeah .
A	okay .
A	okay .
B	um
A	okay your turn , bob .
A	that 's 3 .
A	yeah okay .
A	okay .
A	yeah okay .
A	it 's better to go from mount basel to mount interlaken because that costs less money , i think .
A	okay , uh .
A	i think that cost less , then last time .
B	um yeah , let 's submit .
A	yeah .
A	oh so what 's the minimum is 9 i think , wait .
A	we had the price which is 29 , so
A	i think we used to do it one more time .
B	um
A	okay your turn first .
A	why do n't you go from a different mountain this time ?
B	maybe mount bern ?
A	where ?
B	mount bern .
A	okay start from there .
A	maybe go to mount basel after .
A	that might cost less .
A	yeah , and then go to mount zurich .
A	yeah .
A	oh no that costs more .
A	uh
B	we should erase it .
A	yeah , i 'll erase it .
A	that , that 's better okay .
A	so , go from mount bern
A	to straight to mount zurich i think maybe that 's better .
A	that would cost a lot .
A	yeah .
A	then mount saint gallen maybe ?
A	yeah , it 's better .
A	i 'm gon na go from mount bern to mount basel .
A	oh you 're gon na go from saint gallen right down to mount davos .
A	yeah that 's better .
A	so we cut the 5 out .
B	i 'll go from
A	uh no i think you should go from mount davos to mount luzern , but if you want to go from mount
A	yeah , maybe like that 's better .
A	and then mount luzern to mount zermatt .
A	yeah , perfect .
A	oh good , should i go to mount
A	interlaken interlaken or mount montreux ?
A	i think
B	um montreux i think .
A	okay .
A	and then i 'll go to mount
A	interlaken .
B	interlaken .
A	yeah .
A	oh actually
A	oh next time
A	can you erase mount interlaken so we go straight mount
A	neuchatel because that costs more , mount
A	interlaken .
B	so , erase what ?
A	um mount montreux to mount interlaken because that costs 4 .
B	but how do you erase this ?
A	maybe you already
A	erase
B	how do you erase this ?
B	yeah .
A	yeah then i think you go should mount montreux , to mount neuchatel ?
B	okay .
A	yeah .
A	then i 'm gon na go , to mount basel , and then i go mount basel to mount interlaken .
A	oh you ca n't do that .
A	then you go from this to that yeah that 's better .
A	oh no that cost 4 .
B	so should we go from mount
B	neuchatel to mount interlaken ?
A	yeah then cut out mount basel to mount interlaken .
A	maybe .
A	yeah .
A	and then just do mount
A	to interlaken to mount zermatt ?
A	maybe that 's better ?
A	yeah like that , i think that 's better .
B	yeah .
A	do you wanna , do , it ?
A	yeah let 's go , i 'm ticking it .
A	okay tick it maybe .
B	okay .
A	yeah .
A	uh
A	okay .
A	uh
A	i 'm gon na start
A	at mount zermatt because that 's the , no what is the cheapest ?
B	okay .
A	which one is the cheapest bob ?
B	i do n't know .
A	okay uh okay go from
A	mount
A	saint gallen
A	to mount davos
B	that 's 2 .
A	that 's 2 okay then
A	i 'm gon na go from mount davos to mount zermatt .
B	that 's 3 .
A	that 's 3 yeah .
B	then i 'm going to go from
B	mount zermatt to mount , luzern ?
A	yeah .
A	luzern to mount zurich maybe that costs less .
A	yeah that cost 2 , perfect .
A	then maybe to mount zermatt how much does that cost ?
B	3 .
A	3 ?
A	wait .
A	or
