A	okay .
B	okay .
B	go to mount bern .
A	what ?
B	of you right now .
A	mount bern ?
B	yeah .
A	so mount bern to mount zurich ?
B	i do n't know .
B	i ca n't do anything right now .
A	i just , so mount bern .
A	speak louder .
B	okay go , go from bern to basel .
A	basel .
A	got it , and then ?
B	okay , then from basel to interlaken .
A	to where ?
B	interlaken .
A	interlaken .
B	it 's under basel .
B	if you can .
A	no i ca n't .
B	okay then go to neuchatel , to left .
A	yeah .
B	okay , no
A	oh okay .
B	okay , i 'm gon na
B	draw to there .
A	to , then .
B	now to there , there you go .
A	okay
B	go from interlaken to bern and then to luzern .
A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .
A	and then
A	mount zermatt .
A	wait .
B	okay .
B	i 'm gon na go , i 'll do that , no .
B	there you go .
B	and then go to , zurich and gallen saint gallen .
A	wait .
A	i 'm waiting for my friend .
B	okay now go from interlaken to neuchatel .
A	i 'm done .
B	okay i 'm just gon na submit too .
A	but wait what ?
B	i 'm submiting .
A	wait i 'm not .
A	ca n't even go to oh no you ca n't .
B	i did submit i do n't know , i just did it .
A	and then here , here .
A	ahh
B	okay .
B	go there .
A	i 'm going to on the thing .
B	i ca n't i 'll be going here .
B	okay there you go .
B	can you go from zurich to basel ?
A	uh
A	i guess i try and get as many as possible .
A	i 'm going to
B	i think that 's everything we can do .
A	wait .
B	no can you go from , okay wait wait wait , let me try this , yeah .
A	oh my goodness .
B	okay that 's everything , we ca n't go over .
B	yeah that 's everything we can do .
A	so wait .
B	that 's everything we can do .
B	can we go over ?
A	yeah .
B	well try to go from luzern to gallen .
A	no .
A	just
A	press go .
B	yeah i 'm submitting .
A	okay .
B	what ?
B	yeah .
B	why i ca n't do that ?
B	take the uh one from mount davos to zurich take that one away .
A	i 'm gon na start again .
A	how do we start again ?
A	oh submit it um bob .
B	wait .
A	you submit it ?
B	no do one more .
B	go from
B	oh wait .
B	did you something ?
A	i was gon na do it this way .
A	just submit it .
B	go .
A	and we start again .
B	we need to get less .
B	and i think i know how to do it , okay wait .
A	okay .
B	that and that , just start by going the circle , and then we will do the inside , we will find out the inside .
A	okay .
A	no wait , okay .
A	i did a circle , and i want mount zurich to bern to mount interlaken
B	go there .
B	should we submit ?
A	no .
B	we 're we 're twelve , we 're two over .
B	yeah look at top left , we 're already two over , we have ten .
A	i 've twelve lines , and i 've twelve circles but i do n't wanna do that .
B	just try to submit .
A	no i wo n't try to submit .
A	i can do more .
B	no because i 'm not gon na do way over .
A	okay submit .
B	now we 're only gon na need to take two away .
B	so just do the same thing .
A	i told you we could do more .
B	no we only have
B	the more we do the less money we have .
A	i 've got ten mountains and then .
B	you 've one more .
B	yo're one above .
B	you 've got it , one two
B	one .
