A	okay .
A	i am doing this .
A	can i see him playing ?
B	i do not understand how , it is not working .
B	oh , okay .
A	i do not understand .
B	i understand .
B	what do i do now ?
A	bob ?
B	yeah ?
A	okay .
B	do you see what i am doing , or not ?
A	yeah i do .
A	then you see what i did ?
B	i ca n't see yours .
B	sometimes my screen turns like gray .
B	oh , there you go .
A	okay .
B	i do n't want the eraser .
B	oh my god , this is so weird .
A	okay .
A	why does it always show me like it is so annoying .
B	why does it turn gray sometimes ?
A	do you want to submit oh no , one sec .
B	no no no , do n't do n't submit .
A	let let 's not submit .
A	no , do n't submit .
B	okay um
A	it 's
A	no i ca n't have it , not yet .
B	what ?
A	let 's not do it , yet .
B	i think
B	do we need to connect it , to all places ?
A	we need to connect everything .
B	even to like the big buildings ?
A	no , you ca n't connect to the big buildings .
B	like the
B	oh we need to connect yeah we need to connect everything okay yeah i understand .
A	uh we did n't connect everything yet .
B	yeah we definitely did n't .
A	no we need to connect all the mountains .
B	how do i go back to do it ?
A	go back to do what ?
B	like to do it , to the trace , because right now my screen is like gray and it is not working .
A	okay so click two times .
B	what ?
A	click two ties on the board .
B	it 's not working man .
A	i think we can , finish .
B	i do n't understand .
A	just wait a moment .
A	okay .
B	yeah but for me it is not working .
A	it did so , look !
B	oh , oh yeah now it 's working .
A	we do it now oh it 's the uh yours .
A	okay oh we are doing one turn each .
B	yeah that is why i think we are doing but uh .
A	so
B	oh we connected everything !
A	no .
A	uh
B	yeah .
A	sure ?
B	yeah we connected everything .
A	i do n't what uh let me see .
B	yeah exactly we connected everything .
A	uh okay let 's go , three , two , one .
B	two , one .
B	that is not a lot .
B	alright .
A	alright .
B	now it 's your turn .
A	it 's my turn .
B	so we have to connect them in a way or we have to connect two of them together ?
A	we have to connect all .
B	so .
B	wait what the heck ?
B	wait what ?
A	oh here okay four , five , three two four .
B	okay neither just all connected .
A	what ?
B	i do n't know what just happened , neither just all connected now .
A	yeah , one sec .
A	they did n't all .
A	what , a heck .
B	this is all weird there 's a
B	it 's glitching .
A	everything connected .
B	is it glitching or something ?
A	i ca n't do anything .
B	they are all connected like that uh .
A	oh my god .
B	you need to do all connected .
A	yeah did all i 'll still check .
B	okay there is the check i do n't know three two one .
A	waiting for your friend .
B	that 's weird .
A	okay let 's erase everything .
B	okay yeah let 's just
A	you are going to do a lot , you just need to connect all of them .
B	yeah exacly , so
A	so
B	oh i understand .
A	you do n't do a lot of money .
B	i know i know i understand i understand .
B	so do n't
B	exact exact , you go like that yeah , and then , yeah .
A	use
A	a lot of money
B	okay yeah .
A	okay your turn .
A	now go over there .
B	yeah here ?
A	go go
B	can not you go down ?
B	go , from uh where i did yeah and then uh on the left .
B	yeah there we go .
B	okay now .
A	finished .
B	check .
A	waiting for
B	oh .
A	okay , let 's go .
B	let 's try again , i 'll try .
A	okay um just do the contour , yeah .
B	yeah okay .
A	i know , why .
B	yeah but
A	do n't go in the middle just go outside .
B	okay .
