team_no	utterance_no	token_no	start	end	interlocutor	utterance	token
18	0	0	125.988	133.363	A	so we need to use less francs ?	so
18	0	1	125.988	133.363	A	so we need to use less francs ?	we
18	0	2	125.988	133.363	A	so we need to use less francs ?	need
18	0	3	125.988	133.363	A	so we need to use less francs ?	to
18	0	4	125.988	133.363	A	so we need to use less francs ?	use
18	0	5	125.988	133.363	A	so we need to use less francs ?	less
18	0	6	125.988	133.363	A	so we need to use less francs ?	francs
18	0	7	125.988	133.363	A	so we need to use less francs ?	?
18	1	8	135.788	137.360	B	um	um
18	2	9	194.973	195.552	A	this .	this
18	2	10	194.973	195.552	A	this .	.
18	3	11	197.559	202.571	A	mount interlaken costs 4 ?	mount
18	3	12	197.559	202.571	A	mount interlaken costs 4 ?	interlaken
18	3	13	197.559	202.571	A	mount interlaken costs 4 ?	costs
18	3	14	197.559	202.571	A	mount interlaken costs 4 ?	4
18	3	15	197.559	202.571	A	mount interlaken costs 4 ?	?
18	4	16	206.243	207.585	B	yeah and	yeah
18	4	17	206.243	207.585	B	yeah and	and
18	5	18	207.453	208.559	A	so .	so
18	5	19	207.453	208.559	A	so .	.
18	6	20	211.808	213.012	B	yeah .	yeah
18	6	21	211.808	213.012	B	yeah .	.
18	7	22	234.664	235.124	B	um	um
18	8	23	239.657	242.394	B	how do you do anything right now ?	how
18	8	24	239.657	242.394	B	how do you do anything right now ?	do
18	8	25	239.657	242.394	B	how do you do anything right now ?	you
18	8	26	239.657	242.394	B	how do you do anything right now ?	do
18	8	27	239.657	242.394	B	how do you do anything right now ?	anything
18	8	28	239.657	242.394	B	how do you do anything right now ?	right
18	8	29	239.657	242.394	B	how do you do anything right now ?	now
18	8	30	239.657	242.394	B	how do you do anything right now ?	?
18	9	31	245.762	248.091	B	how do i do anything ?	how
18	9	32	245.762	248.091	B	how do i do anything ?	do
18	9	33	245.762	248.091	B	how do i do anything ?	i
18	9	34	245.762	248.091	B	how do i do anything ?	do
18	9	35	245.762	248.091	B	how do i do anything ?	anything
18	9	36	245.762	248.091	B	how do i do anything ?	?
