team_no	utterance_no	token_no	start	end	interlocutor	utterance	token
9	0	0	40.591	41.040	B	uh	uh
9	1	1	41.489	42.268	B	ann ?	ann
9	1	2	41.489	42.268	B	ann ?	?
9	2	3	42.268	42.897	A	yeah .	yeah
9	2	4	42.268	42.897	A	yeah .	.
9	3	5	43.411	45.792	B	if you did from mount montreux	if
9	3	6	43.411	45.792	B	if you did from mount montreux	you
9	3	7	43.411	45.792	B	if you did from mount montreux	did
9	3	8	43.411	45.792	B	if you did from mount montreux	from
9	3	9	43.411	45.792	B	if you did from mount montreux	mount
9	3	10	43.411	45.792	B	if you did from mount montreux	montreux
9	4	11	47.170	49.717	B	to interlaken , mount interlaken .	to
9	4	12	47.170	49.717	B	to interlaken , mount interlaken .	interlaken
9	4	13	47.170	49.717	B	to interlaken , mount interlaken .	,
9	4	14	47.170	49.717	B	to interlaken , mount interlaken .	mount
9	4	15	47.170	49.717	B	to interlaken , mount interlaken .	interlaken
9	4	16	47.170	49.717	B	to interlaken , mount interlaken .	.
9	5	17	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	that
9	5	18	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	would
9	5	19	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	make
9	5	20	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	it
9	5	21	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	less
9	5	22	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	expensive
9	5	23	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	than
9	5	24	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	if
9	5	25	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	you
9	5	26	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	went
9	5	27	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	to
9	5	28	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	mount
9	5	29	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	montreux
9	5	30	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	then
9	5	31	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	to
9	5	32	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	zermatt
9	5	33	50.388	54.633	B	that would make it less expensive than if you went to mount montreux then to zermatt .	.
9	6	34	111.002	111.601	B	um	um
9	7	35	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	i
9	7	36	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	've
9	7	37	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	read
9	7	38	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	the
9	7	39	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	instructions
9	7	40	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	and
9	7	41	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	it
9	7	42	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	says
9	7	43	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	you
9	7	44	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	could
9	7	45	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	see
9	7	46	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	the
9	7	47	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	cost
9	7	48	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	of
9	7	49	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	it
9	7	50	114.747	119.615	B	i 've read the instructions and it says you could see the cost of it .	.
9	8	51	120.004	123.794	B	in swiss francs but how would you find that out ?	in
9	8	52	120.004	123.794	B	in swiss francs but how would you find that out ?	swiss
9	8	53	120.004	123.794	B	in swiss francs but how would you find that out ?	francs
9	8	54	120.004	123.794	B	in swiss francs but how would you find that out ?	but
9	8	55	120.004	123.794	B	in swiss francs but how would you find that out ?	how
9	8	56	120.004	123.794	B	in swiss francs but how would you find that out ?	would
9	8	57	120.004	123.794	B	in swiss francs but how would you find that out ?	you
9	8	58	120.004	123.794	B	in swiss francs but how would you find that out ?	find
9	8	59	120.004	123.794	B	in swiss francs but how would you find that out ?	that
9	8	60	120.004	123.794	B	in swiss francs but how would you find that out ?	out
9	8	61	120.004	123.794	B	in swiss francs but how would you find that out ?	?
9	9	62	135.734	138.700	B	if she does it i see the cost .	if
9	9	63	135.734	138.700	B	if she does it i see the cost .	she
9	9	64	135.734	138.700	B	if she does it i see the cost .	does
9	9	65	135.734	138.700	B	if she does it i see the cost .	it
9	9	66	135.734	138.700	B	if she does it i see the cost .	i
9	9	67	135.734	138.700	B	if she does it i see the cost .	see
9	9	68	135.734	138.700	B	if she does it i see the cost .	the
9	9	69	135.734	138.700	B	if she does it i see the cost .	cost
9	9	70	135.734	138.700	B	if she does it i see the cost .	.
9	10	71	140.048	142.145	B	oh , okay .	oh
9	10	72	140.048	142.145	B	oh , okay .	,
9	10	73	140.048	142.145	B	oh , okay .	okay
9	10	74	140.048	142.145	B	oh , okay .	.
9	11	75	140.240	140.602	A	oh .	oh
9	11	76	140.240	140.602	A	oh .	.
9	12	77	144.276	145.834	B	so , ann .	so
9	12	78	144.276	145.834	B	so , ann .	,
9	12	79	144.276	145.834	B	so , ann .	ann
9	12	80	144.276	145.834	B	so , ann .	.
9	13	81	146.313	149.069	B	you are the interactive that 's right .	you
9	13	82	146.313	149.069	B	you are the interactive that 's right .	are
9	13	83	146.313	149.069	B	you are the interactive that 's right .	the
9	13	84	146.313	149.069	B	you are the interactive that 's right .	interactive
9	13	85	146.313	149.069	B	you are the interactive that 's right .	that
9	13	86	146.313	149.069	B	you are the interactive that 's right .	's
9	13	87	146.313	149.069	B	you are the interactive that 's right .	right
9	13	88	146.313	149.069	B	you are the interactive that 's right .	.
9	14	89	150.494	152.394	B	or do you have the dark screen .	or
9	14	90	150.494	152.394	B	or do you have the dark screen .	do
9	14	91	150.494	152.394	B	or do you have the dark screen .	you
9	14	92	150.494	152.394	B	or do you have the dark screen .	have
9	14	93	150.494	152.394	B	or do you have the dark screen .	the
9	14	94	150.494	152.394	B	or do you have the dark screen .	dark
9	14	95	150.494	152.394	B	or do you have the dark screen .	screen
9	14	96	150.494	152.394	B	or do you have the dark screen .	.
9	15	97	152.566	153.921	A	no i have the	no
9	15	98	152.566	153.921	A	no i have the	i
9	15	99	152.566	153.921	A	no i have the	have
9	15	100	152.566	153.921	A	no i have the	the
9	16	101	154.744	155.556	A	interactive .	interactive
9	16	102	154.744	155.556	A	interactive .	.
9	17	103	155.660	157.158	B	so .	so
9	17	104	155.660	157.158	B	so .	.
9	18	105	157.262	159.000	A	you have the abstract .	you
9	18	106	157.262	159.000	A	you have the abstract .	have
9	18	107	157.262	159.000	A	you have the abstract .	the
9	18	108	157.262	159.000	A	you have the abstract .	abstract
9	18	109	157.262	159.000	A	you have the abstract .	.
9	19	110	158.392	158.985	B	yes .	yes
9	19	111	158.392	158.985	B	yes .	.
9	20	112	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	um
9	20	113	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	could
9	20	114	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	you
9	20	115	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	go
9	20	116	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	to
9	20	117	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	mount
9	20	118	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	montreux
9	20	119	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	and
9	20	120	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	then
9	20	121	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	mount
9	20	122	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	interlaken
9	20	123	162.387	167.016	B	um could you go to mount montreux and then mount interlaken .	.
9	21	124	167.540	168.349	B	to see	to
9	21	125	167.540	168.349	B	to see	see
9	22	126	170.056	170.595	A	mount	mount
9	23	127	171.332	173.549	A	montreux to interlaken .	montreux
9	23	128	171.332	173.549	A	montreux to interlaken .	to
9	23	129	171.332	173.549	A	montreux to interlaken .	interlaken
9	23	130	171.332	173.549	A	montreux to interlaken .	.
9	24	131	177.443	178.971	B	that 's 4 .	that
9	24	132	177.443	178.971	B	that 's 4 .	's
9	24	133	177.443	178.971	B	that 's 4 .	4
9	24	134	177.443	178.971	B	that 's 4 .	.
9	25	135	179.255	180.109	B	okay .	okay
9	25	136	179.255	180.109	B	okay .	.
9	26	137	180.454	181.787	B	then , can you erase that ?	then
9	26	138	180.454	181.787	B	then , can you erase that ?	,
9	26	139	180.454	181.787	B	then , can you erase that ?	can
9	26	140	180.454	181.787	B	then , can you erase that ?	you
9	26	141	180.454	181.787	B	then , can you erase that ?	erase
9	26	142	180.454	181.787	B	then , can you erase that ?	that
9	26	143	180.454	181.787	B	then , can you erase that ?	?
9	27	144	185.489	186.822	B	oh , okay .	oh
9	27	145	185.489	186.822	B	oh , okay .	,
9	27	146	185.489	186.822	B	oh , okay .	okay
9	27	147	185.489	186.822	B	oh , okay .	.
9	28	148	186.372	187.571	A	now we 've swapped .	now
9	28	149	186.372	187.571	A	now we 've swapped .	we
9	28	150	186.372	187.571	A	now we 've swapped .	've
9	28	151	186.372	187.571	A	now we 've swapped .	swapped
9	28	152	186.372	187.571	A	now we 've swapped .	.
9	29	153	187.571	188.335	B	okay .	okay
9	29	154	187.571	188.335	B	okay .	.
9	30	155	188.529	191.195	A	i think every time we erase something then we swap .	i
9	30	156	188.529	191.195	A	i think every time we erase something then we swap .	think
9	30	157	188.529	191.195	A	i think every time we erase something then we swap .	every
9	30	158	188.529	191.195	A	i think every time we erase something then we swap .	time
9	30	159	188.529	191.195	A	i think every time we erase something then we swap .	we
9	30	160	188.529	191.195	A	i think every time we erase something then we swap .	erase
9	30	161	188.529	191.195	A	i think every time we erase something then we swap .	something
9	30	162	188.529	191.195	A	i think every time we erase something then we swap .	then
9	30	163	188.529	191.195	A	i think every time we erase something then we swap .	we
9	30	164	188.529	191.195	A	i think every time we erase something then we swap .	swap
9	30	165	188.529	191.195	A	i think every time we erase something then we swap .	.
9	31	166	191.300	191.929	B	okay .	okay
9	31	167	191.300	191.929	B	okay .	.
9	32	168	192.214	193.247	B	how much is that ?	how
9	32	169	192.214	193.247	B	how much is that ?	much
9	32	170	192.214	193.247	B	how much is that ?	is
9	32	171	192.214	193.247	B	how much is that ?	that
9	32	172	192.214	193.247	B	how much is that ?	?
9	33	173	193.502	194.116	A	2 .	2
9	33	174	193.502	194.116	A	2 .	.
9	34	175	195.616	198.867	B	okay , 2 franc , 2 francs .	okay
9	34	176	195.616	198.867	B	okay , 2 franc , 2 francs .	,
9	34	177	195.616	198.867	B	okay , 2 franc , 2 francs .	2
9	34	178	195.616	198.867	B	okay , 2 franc , 2 francs .	franc
9	34	179	195.616	198.867	B	okay , 2 franc , 2 francs .	,
9	34	180	195.616	198.867	B	okay , 2 franc , 2 francs .	2
9	34	181	195.616	198.867	B	okay , 2 franc , 2 francs .	francs
9	34	182	195.616	198.867	B	okay , 2 franc , 2 francs .	.
9	35	183	198.971	199.870	A	it says 2 .	it
9	35	184	198.971	199.870	A	it says 2 .	says
9	35	185	198.971	199.870	A	it says 2 .	2
9	35	186	198.971	199.870	A	it says 2 .	.
9	36	187	201.188	201.832	B	hmm	hmm
9	37	188	203.106	204.289	B	how much is that ?	how
9	37	189	203.106	204.289	B	how much is that ?	much
9	37	190	203.106	204.289	B	how much is that ?	is
9	37	191	203.106	204.289	B	how much is that ?	that
9	37	192	203.106	204.289	B	how much is that ?	?
9	38	193	205.202	205.757	A	3 .	3
9	38	194	205.202	205.757	A	3 .	.
9	39	195	207.107	209.668	B	so we have 4 2 3 .	so
9	39	196	207.107	209.668	B	so we have 4 2 3 .	we
9	39	197	207.107	209.668	B	so we have 4 2 3 .	have
9	39	198	207.107	209.668	B	so we have 4 2 3 .	4
9	39	199	207.107	209.668	B	so we have 4 2 3 .	2
9	39	200	207.107	209.668	B	so we have 4 2 3 .	3
9	39	201	207.107	209.668	B	so we have 4 2 3 .	.
9	40	202	207.347	208.515	A	we 've swapped again .	we
9	40	203	207.347	208.515	A	we 've swapped again .	've
9	40	204	207.347	208.515	A	we 've swapped again .	swapped
9	40	205	207.347	208.515	A	we 've swapped again .	again
9	40	206	207.347	208.515	A	we 've swapped again .	.
9	41	207	210.088	211.121	A	yes so	yes
9	41	208	210.088	211.121	A	yes so	so
9	42	209	210.477	213.428	B	try mount luzern to mount bern .	try
9	42	210	210.477	213.428	B	try mount luzern to mount bern .	mount
9	42	211	210.477	213.428	B	try mount luzern to mount bern .	luzern
9	42	212	210.477	213.428	B	try mount luzern to mount bern .	to
9	42	213	210.477	213.428	B	try mount luzern to mount bern .	mount
9	42	214	210.477	213.428	B	try mount luzern to mount bern .	bern
9	42	215	210.477	213.428	B	try mount luzern to mount bern .	.
9	43	216	213.263	215.210	A	luzern to mount bern ?	luzern
9	43	217	213.263	215.210	A	luzern to mount bern ?	to
9	43	218	213.263	215.210	A	luzern to mount bern ?	mount
9	43	219	213.263	215.210	A	luzern to mount bern ?	bern
9	43	220	213.263	215.210	A	luzern to mount bern ?	?
9	44	221	215.315	216.094	B	yeah .	yeah
9	44	222	215.315	216.094	B	yeah .	.
9	45	223	217.757	220.183	B	i think you have to touch east so that 's 3 francs .	i
9	45	224	217.757	220.183	B	i think you have to touch east so that 's 3 francs .	think
9	45	225	217.757	220.183	B	i think you have to touch east so that 's 3 francs .	you
