team_no	utterance_no	token_no	start	end	interlocutor	utterance	token
11	0	0	40.651	41.549	A	okay .	okay
11	0	1	40.651	41.549	A	okay .	.
11	1	2	40.790	41.284	B	okay .	okay
11	1	3	40.790	41.284	B	okay .	.
11	2	4	41.598	42.482	B	go to mount bern .	go
11	2	5	41.598	42.482	B	go to mount bern .	to
11	2	6	41.598	42.482	B	go to mount bern .	mount
11	2	7	41.598	42.482	B	go to mount bern .	bern
11	2	8	41.598	42.482	B	go to mount bern .	.
11	3	9	42.707	43.321	A	what ?	what
11	3	10	42.707	43.321	A	what ?	?
11	4	11	43.890	45.208	B	of you right now .	of
11	4	12	43.890	45.208	B	of you right now .	you
11	4	13	43.890	45.208	B	of you right now .	right
11	4	14	43.890	45.208	B	of you right now .	now
11	4	15	43.890	45.208	B	of you right now .	.
11	5	16	46.122	47.036	A	mount bern ?	mount
11	5	17	46.122	47.036	A	mount bern ?	bern
11	5	18	46.122	47.036	A	mount bern ?	?
11	6	19	47.545	48.069	B	yeah .	yeah
11	6	20	47.545	48.069	B	yeah .	.
11	7	21	48.878	51.889	A	so mount bern to mount zurich ?	so
11	7	22	48.878	51.889	A	so mount bern to mount zurich ?	mount
11	7	23	48.878	51.889	A	so mount bern to mount zurich ?	bern
11	7	24	48.878	51.889	A	so mount bern to mount zurich ?	to
11	7	25	48.878	51.889	A	so mount bern to mount zurich ?	mount
11	7	26	48.878	51.889	A	so mount bern to mount zurich ?	zurich
11	7	27	48.878	51.889	A	so mount bern to mount zurich ?	?
11	8	28	52.608	53.267	B	i do n't know .	i
11	8	29	52.608	53.267	B	i do n't know .	do
11	8	30	52.608	53.267	B	i do n't know .	n't
11	8	31	52.608	53.267	B	i do n't know .	know
11	8	32	52.608	53.267	B	i do n't know .	.
11	9	33	53.709	55.326	B	i ca n't do anything right now .	i
11	9	34	53.709	55.326	B	i ca n't do anything right now .	ca
11	9	35	53.709	55.326	B	i ca n't do anything right now .	n't
11	9	36	53.709	55.326	B	i ca n't do anything right now .	do
11	9	37	53.709	55.326	B	i ca n't do anything right now .	anything
11	9	38	53.709	55.326	B	i ca n't do anything right now .	right
11	9	39	53.709	55.326	B	i ca n't do anything right now .	now
11	9	40	53.709	55.326	B	i ca n't do anything right now .	.
11	10	41	60.897	63.144	A	i just , so mount bern .	i
11	10	42	60.897	63.144	A	i just , so mount bern .	just
11	10	43	60.897	63.144	A	i just , so mount bern .	,
11	10	44	60.897	63.144	A	i just , so mount bern .	so
11	10	45	60.897	63.144	A	i just , so mount bern .	mount
11	10	46	60.897	63.144	A	i just , so mount bern .	bern
11	10	47	60.897	63.144	A	i just , so mount bern .	.
11	11	48	64.118	65.166	A	speak louder .	speak
11	11	49	64.118	65.166	A	speak louder .	louder
11	11	50	64.118	65.166	A	speak louder .	.
11	12	51	65.166	67.503	B	okay go , go from bern to basel .	okay
11	12	52	65.166	67.503	B	okay go , go from bern to basel .	go
11	12	53	65.166	67.503	B	okay go , go from bern to basel .	,
11	12	54	65.166	67.503	B	okay go , go from bern to basel .	go
11	12	55	65.166	67.503	B	okay go , go from bern to basel .	from
11	12	56	65.166	67.503	B	okay go , go from bern to basel .	bern
11	12	57	65.166	67.503	B	okay go , go from bern to basel .	to
11	12	58	65.166	67.503	B	okay go , go from bern to basel .	basel
11	12	59	65.166	67.503	B	okay go , go from bern to basel .	.
11	13	60	67.533	68.327	A	basel .	basel
11	13	61	67.533	68.327	A	basel .	.
11	14	62	72.698	73.777	A	got it , and then ?	got
11	14	63	72.698	73.777	A	got it , and then ?	it
11	14	64	72.698	73.777	A	got it , and then ?	,
11	14	65	72.698	73.777	A	got it , and then ?	and
11	14	66	72.698	73.777	A	got it , and then ?	then
11	14	67	72.698	73.777	A	got it , and then ?	?
11	15	68	73.897	76.578	B	okay , then from basel to interlaken .	okay
11	15	69	73.897	76.578	B	okay , then from basel to interlaken .	,
11	15	70	73.897	76.578	B	okay , then from basel to interlaken .	then
11	15	71	73.897	76.578	B	okay , then from basel to interlaken .	from
11	15	72	73.897	76.578	B	okay , then from basel to interlaken .	basel
11	15	73	73.897	76.578	B	okay , then from basel to interlaken .	to
11	15	74	73.897	76.578	B	okay , then from basel to interlaken .	interlaken
11	15	75	73.897	76.578	B	okay , then from basel to interlaken .	.
11	16	76	77.920	78.894	A	to where ?	to
11	16	77	77.920	78.894	A	to where ?	where
11	16	78	77.920	78.894	A	to where ?	?
11	17	79	78.894	79.643	B	interlaken .	interlaken
11	17	80	78.894	79.643	B	interlaken .	.
11	18	81	79.868	81.830	A	interlaken .	interlaken
11	18	82	79.868	81.830	A	interlaken .	.
11	19	83	80.512	81.740	B	it 's under basel .	it
11	19	84	80.512	81.740	B	it 's under basel .	's
11	19	85	80.512	81.740	B	it 's under basel .	under
11	19	86	80.512	81.740	B	it 's under basel .	basel
11	19	87	80.512	81.740	B	it 's under basel .	.
11	20	88	83.918	84.757	B	if you can .	if
11	20	89	83.918	84.757	B	if you can .	you
11	20	90	83.918	84.757	B	if you can .	can
11	20	91	83.918	84.757	B	if you can .	.
11	21	92	86.030	87.004	A	no i ca n't .	no
11	21	93	86.030	87.004	A	no i ca n't .	i
11	21	94	86.030	87.004	A	no i ca n't .	ca
11	21	95	86.030	87.004	A	no i ca n't .	n't
11	21	96	86.030	87.004	A	no i ca n't .	.
11	22	97	87.007	89.898	B	okay then go to neuchatel , to left .	okay
11	22	98	87.007	89.898	B	okay then go to neuchatel , to left .	then
11	22	99	87.007	89.898	B	okay then go to neuchatel , to left .	go
11	22	100	87.007	89.898	B	okay then go to neuchatel , to left .	to
11	22	101	87.007	89.898	B	okay then go to neuchatel , to left .	neuchatel
11	22	102	87.007	89.898	B	okay then go to neuchatel , to left .	,
11	22	103	87.007	89.898	B	okay then go to neuchatel , to left .	to
11	22	104	87.007	89.898	B	okay then go to neuchatel , to left .	left
11	22	105	87.007	89.898	B	okay then go to neuchatel , to left .	.
11	23	106	91.271	92.139	A	yeah .	yeah
11	23	107	91.271	92.139	A	yeah .	.
11	24	108	91.780	93.757	B	okay , no	okay
11	24	109	91.780	93.757	B	okay , no	,
11	24	110	91.780	93.757	B	okay , no	no
11	25	111	93.727	94.461	A	oh okay .	oh
11	25	112	93.727	94.461	A	oh okay .	okay
11	25	113	93.727	94.461	A	oh okay .	.
11	26	114	96.805	98.423	B	okay , i 'm gon na	okay
11	26	115	96.805	98.423	B	okay , i 'm gon na	,
11	26	116	96.805	98.423	B	okay , i 'm gon na	i
11	26	117	96.805	98.423	B	okay , i 'm gon na	'm
11	26	118	96.805	98.423	B	okay , i 'm gon na	gon
11	26	119	96.805	98.423	B	okay , i 'm gon na	na
11	27	120	99.412	100.460	B	draw to there .	draw
11	27	121	99.412	100.460	B	draw to there .	to
11	27	122	99.412	100.460	B	draw to there .	there
11	27	123	99.412	100.460	B	draw to there .	.
11	28	124	101.022	102.759	A	to , then .	to
11	28	125	101.022	102.759	A	to , then .	,
11	28	126	101.022	102.759	A	to , then .	then
11	28	127	101.022	102.759	A	to , then .	.
11	29	128	104.662	106.324	B	now to there , there you go .	now
11	29	129	104.662	106.324	B	now to there , there you go .	to
11	29	130	104.662	106.324	B	now to there , there you go .	there
11	29	131	104.662	106.324	B	now to there , there you go .	,
11	29	132	104.662	106.324	B	now to there , there you go .	there
11	29	133	104.662	106.324	B	now to there , there you go .	you
11	29	134	104.662	106.324	B	now to there , there you go .	go
11	29	135	104.662	106.324	B	now to there , there you go .	.
11	30	136	109.228	109.992	A	okay	okay
11	31	137	111.115	114.336	B	go from interlaken to bern and then to luzern .	go
11	31	138	111.115	114.336	B	go from interlaken to bern and then to luzern .	from
11	31	139	111.115	114.336	B	go from interlaken to bern and then to luzern .	interlaken
11	31	140	111.115	114.336	B	go from interlaken to bern and then to luzern .	to
11	31	141	111.115	114.336	B	go from interlaken to bern and then to luzern .	bern
11	31	142	111.115	114.336	B	go from interlaken to bern and then to luzern .	and
11	31	143	111.115	114.336	B	go from interlaken to bern and then to luzern .	then
11	31	144	111.115	114.336	B	go from interlaken to bern and then to luzern .	to
11	31	145	111.115	114.336	B	go from interlaken to bern and then to luzern .	luzern
11	31	146	111.115	114.336	B	go from interlaken to bern and then to luzern .	.
11	32	147	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	i
11	32	148	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	got
11	32	149	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	it
11	32	150	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	a
11	32	151	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	different
11	32	152	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	way
11	32	153	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	,
11	32	154	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	i
11	32	155	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	got
11	32	156	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	it
11	32	157	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	to
11	32	158	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	bern
11	32	159	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	to
11	32	160	114.507	119.300	A	i got it a different way , i got it to bern to basel to neuchatel to interlaken .	basel
