team_no	utterance_no	token_no	start	end	interlocutor	utterance	token
8	0	0	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	so
8	0	1	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	,
8	0	2	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	are
8	0	3	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	we
8	0	4	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	trying
8	0	5	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	to
8	0	6	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	make
8	0	7	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	this
8	0	8	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	shortest
8	0	9	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	,
8	0	10	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	or
8	0	11	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	the
8	0	12	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	less
8	0	13	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	tight
8	0	14	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	the
8	0	15	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	little
8	0	16	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	things
8	0	17	41.033	45.988	B	so , are we trying to make this shortest , or the less tight the little things ?	?
8	1	18	60.810	61.738	B	okay ready ?	okay
8	1	19	60.810	61.738	B	okay ready ?	ready
8	1	20	60.810	61.738	B	okay ready ?	?
8	2	21	62.690	63.942	B	so which one should we start ?	so
8	2	22	62.690	63.942	B	so which one should we start ?	which
8	2	23	62.690	63.942	B	so which one should we start ?	one
8	2	24	62.690	63.942	B	so which one should we start ?	should
8	2	25	62.690	63.942	B	so which one should we start ?	we
8	2	26	62.690	63.942	B	so which one should we start ?	start
8	2	27	62.690	63.942	B	so which one should we start ?	?
8	3	28	64.040	65.067	B	wait did you just do that ?	wait
8	3	29	64.040	65.067	B	wait did you just do that ?	did
8	3	30	64.040	65.067	B	wait did you just do that ?	you
8	3	31	64.040	65.067	B	wait did you just do that ?	just
8	3	32	64.040	65.067	B	wait did you just do that ?	do
8	3	33	64.040	65.067	B	wait did you just do that ?	that
8	3	34	64.040	65.067	B	wait did you just do that ?	?
8	4	35	65.011	66.671	A	yes .	yes
8	4	36	65.011	66.671	A	yes .	.
8	5	37	65.574	67.430	B	okay i 'm gon na do something right .	okay
8	5	38	65.574	67.430	B	okay i 'm gon na do something right .	i
8	5	39	65.574	67.430	B	okay i 'm gon na do something right .	'm
8	5	40	65.574	67.430	B	okay i 'm gon na do something right .	gon
8	5	41	65.574	67.430	B	okay i 'm gon na do something right .	na
8	5	42	65.574	67.430	B	okay i 'm gon na do something right .	do
8	5	43	65.574	67.430	B	okay i 'm gon na do something right .	something
8	5	44	65.574	67.430	B	okay i 'm gon na do something right .	right
8	5	45	65.574	67.430	B	okay i 'm gon na do something right .	.
8	6	46	70.992	71.892	B	i drag .	i
8	6	47	70.992	71.892	B	i drag .	drag
8	6	48	70.992	71.892	B	i drag .	.
8	7	49	72.497	73.228	B	how do you do it ?	how
8	7	50	72.497	73.228	B	how do you do it ?	do
8	7	51	72.497	73.228	B	how do you do it ?	you
8	7	52	72.497	73.228	B	how do you do it ?	do
8	7	53	72.497	73.228	B	how do you do it ?	it
8	7	54	72.497	73.228	B	how do you do it ?	?
8	8	55	73.622	74.804	A	you drag it .	you
8	8	56	73.622	74.804	A	you drag it .	drag
8	8	57	73.622	74.804	A	you drag it .	it
8	8	58	73.622	74.804	A	you drag it .	.
8	9	59	75.127	76.112	B	hold and drag .	hold
8	9	60	75.127	76.112	B	hold and drag .	and
8	9	61	75.127	76.112	B	hold and drag .	drag
8	9	62	75.127	76.112	B	hold and drag .	.
8	10	63	76.464	77.125	A	yes .	yes
8	10	64	76.464	77.125	A	yes .	.
8	11	65	76.775	78.759	B	it 's not working for me .	it
8	11	66	76.775	78.759	B	it 's not working for me .	's
8	11	67	76.775	78.759	B	it 's not working for me .	not
8	11	68	76.775	78.759	B	it 's not working for me .	working
8	11	69	76.775	78.759	B	it 's not working for me .	for
8	11	70	76.775	78.759	B	it 's not working for me .	me
8	11	71	76.775	78.759	B	it 's not working for me .	.
8	12	72	81.150	82.487	B	wait how do you do it ?	wait
8	12	73	81.150	82.487	B	wait how do you do it ?	how
8	12	74	81.150	82.487	B	wait how do you do it ?	do
8	12	75	81.150	82.487	B	wait how do you do it ?	you
8	12	76	81.150	82.487	B	wait how do you do it ?	do
8	12	77	81.150	82.487	B	wait how do you do it ?	it
8	12	78	81.150	82.487	B	wait how do you do it ?	?
8	13	79	85.021	86.850	A	um like , wait what ?	um
8	13	80	85.021	86.850	A	um like , wait what ?	like
8	13	81	85.021	86.850	A	um like , wait what ?	,
8	13	82	85.021	86.850	A	um like , wait what ?	wait
8	13	83	85.021	86.850	A	um like , wait what ?	what
8	13	84	85.021	86.850	A	um like , wait what ?	?
8	14	85	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	so
8	14	86	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	you
8	14	87	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	hold
8	14	88	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	it
8	14	89	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	,
8	14	90	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	so
8	14	91	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	you
8	14	92	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	you
8	14	93	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	have
8	14	94	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	to
8	14	95	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	go
8	14	96	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	to
8	14	97	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	where
8	14	98	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	and
8	14	99	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	did
8	14	100	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	it
8	14	101	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	and
8	14	102	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	hold
8	14	103	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	it
8	14	104	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	to
8	14	105	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	somewhere
8	14	106	87.638	93.391	A	so you hold it , so you you have to go to where and did it and hold it to somewhere .	.
8	15	107	95.630	96.966	A	and then you have it .	and
8	15	108	95.630	96.966	A	and then you have it .	then
8	15	109	95.630	96.966	A	and then you have it .	you
8	15	110	95.630	96.966	A	and then you have it .	have
8	15	111	95.630	96.966	A	and then you have it .	it
8	15	112	95.630	96.966	A	and then you have it .	.
8	16	113	97.585	98.710	B	oh there we go .	oh
8	16	114	97.585	98.710	B	oh there we go .	there
8	16	115	97.585	98.710	B	oh there we go .	we
8	16	116	97.585	98.710	B	oh there we go .	go
8	16	117	97.585	98.710	B	oh there we go .	.
8	17	118	98.950	100.750	B	i was at something else okay .	i
8	17	119	98.950	100.750	B	i was at something else okay .	was
8	17	120	98.950	100.750	B	i was at something else okay .	at
8	17	121	98.950	100.750	B	i was at something else okay .	something
8	17	122	98.950	100.750	B	i was at something else okay .	else
8	17	123	98.950	100.750	B	i was at something else okay .	okay
8	17	124	98.950	100.750	B	i was at something else okay .	.
8	18	125	101.679	102.410	A	good .	good
8	18	126	101.679	102.410	A	good .	.
8	19	127	105.325	106.591	B	okay i just made something .	okay
8	19	128	105.325	106.591	B	okay i just made something .	i
8	19	129	105.325	106.591	B	okay i just made something .	just
8	19	130	105.325	106.591	B	okay i just made something .	made
8	19	131	105.325	106.591	B	okay i just made something .	something
8	19	132	105.325	106.591	B	okay i just made something .	.
8	20	133	108.349	109.066	A	oh wait .	oh
8	20	134	108.349	109.066	A	oh wait .	wait
8	20	135	108.349	109.066	A	oh wait .	.
8	21	136	110.937	112.625	B	so i think we are trying to make	so
8	21	137	110.937	112.625	B	so i think we are trying to make	i
8	21	138	110.937	112.625	B	so i think we are trying to make	think
8	21	139	110.937	112.625	B	so i think we are trying to make	we
8	21	140	110.937	112.625	B	so i think we are trying to make	are
8	21	141	110.937	112.625	B	so i think we are trying to make	trying
8	21	142	110.937	112.625	B	so i think we are trying to make	to
8	21	143	110.937	112.625	B	so i think we are trying to make	make
8	22	144	114.499	115.526	B	oh what ?	oh
8	22	145	114.499	115.526	B	oh what ?	what
8	22	146	114.499	115.526	B	oh what ?	?
8	23	147	115.905	117.720	B	we 're trying to make the less	we
8	23	148	115.905	117.720	B	we 're trying to make the less	're
8	23	149	115.905	117.720	B	we 're trying to make the less	trying
8	23	150	115.905	117.720	B	we 're trying to make the less	to
8	23	151	115.905	117.720	B	we 're trying to make the less	make
8	23	152	115.905	117.720	B	we 're trying to make the less	the
8	23	153	115.905	117.720	B	we 're trying to make the less	less
8	24	154	118.508	119.380	B	um	um
8	25	155	120.310	121.520	B	things used .	things
8	25	156	120.310	121.520	B	things used .	used
8	25	157	120.310	121.520	B	things used .	.
8	26	158	121.745	122.888	A	yeah probably .	yeah
8	26	159	121.745	122.888	A	yeah probably .	probably
8	26	160	121.745	122.888	A	yeah probably .	.
8	27	161	122.350	124.826	B	why is mine this weird , why is mine here ?	why
8	27	162	122.350	124.826	B	why is mine this weird , why is mine here ?	is
8	27	163	122.350	124.826	B	why is mine this weird , why is mine here ?	mine
8	27	164	122.350	124.826	B	why is mine this weird , why is mine here ?	this
8	27	165	122.350	124.826	B	why is mine this weird , why is mine here ?	weird
8	27	166	122.350	124.826	B	why is mine this weird , why is mine here ?	,
8	27	167	122.350	124.826	B	why is mine this weird , why is mine here ?	why
8	27	168	122.350	124.826	B	why is mine this weird , why is mine here ?	is
8	27	169	122.350	124.826	B	why is mine this weird , why is mine here ?	mine
8	27	170	122.350	124.826	B	why is mine this weird , why is mine here ?	here
8	27	171	122.350	124.826	B	why is mine this weird , why is mine here ?	?
8	28	172	126.783	129.245	B	oh there , i 'm doomed .	oh
8	28	173	126.783	129.245	B	oh there , i 'm doomed .	there
8	28	174	126.783	129.245	B	oh there , i 'm doomed .	,
8	28	175	126.783	129.245	B	oh there , i 'm doomed .	i
8	28	176	126.783	129.245	B	oh there , i 'm doomed .	'm
8	28	177	126.783	129.245	B	oh there , i 'm doomed .	doomed
8	28	178	126.783	129.245	B	oh there , i 'm doomed .	.
8	29	179	129.470	132.087	B	how do i make it ?	how
8	29	180	129.470	132.087	B	how do i make it ?	do
8	29	181	129.470	132.087	B	how do i make it ?	i
8	29	182	129.470	132.087	B	how do i make it ?	make
8	29	183	129.470	132.087	B	how do i make it ?	it
8	29	184	129.470	132.087	B	how do i make it ?	?
8	30	185	139.404	140.135	A	okay .	okay
8	30	186	139.404	140.135	A	okay .	.
8	31	187	161.214	163.592	B	why did you do i see here ?	why
8	31	188	161.214	163.592	B	why did you do i see here ?	did
8	31	189	161.214	163.592	B	why did you do i see here ?	you
8	31	190	161.214	163.592	B	why did you do i see here ?	do
8	31	191	161.214	163.592	B	why did you do i see here ?	i
8	31	192	161.214	163.592	B	why did you do i see here ?	see
8	31	193	161.214	163.592	B	why did you do i see here ?	here
8	31	194	161.214	163.592	B	why did you do i see here ?	?
8	32	195	164.548	165.069	B	okay .	okay
8	32	196	164.548	165.069	B	okay .	.
8	33	197	165.505	166.602	B	this does not	this
8	33	198	165.505	166.602	B	this does not	does
8	33	199	165.505	166.602	B	this does not	not
8	34	200	167.376	168.515	A	yes , but	yes
8	34	201	167.376	168.515	A	yes , but	,
8	34	202	167.376	168.515	A	yes , but	but
8	35	203	170.374	171.401	A	um	um
8	36	204	170.402	171.485	B	yeah , kinda .	yeah
8	36	205	170.402	171.485	B	yeah , kinda .	,
8	36	206	170.402	171.485	B	yeah , kinda .	kinda
8	36	207	170.402	171.485	B	yeah , kinda .	.
8	37	208	171.711	174.383	A	kinda , not really , why ?	kinda
8	37	209	171.711	174.383	A	kinda , not really , why ?	,
8	37	210	171.711	174.383	A	kinda , not really , why ?	not
8	37	211	171.711	174.383	A	kinda , not really , why ?	really
8	37	212	171.711	174.383	A	kinda , not really , why ?	,
8	37	213	171.711	174.383	A	kinda , not really , why ?	why
8	37	214	171.711	174.383	A	kinda , not really , why ?	?
8	38	215	175.495	176.507	A	oh , i 'm back .	oh
8	38	216	175.495	176.507	A	oh , i 'm back .	,
8	38	217	175.495	176.507	A	oh , i 'm back .	i
8	38	218	175.495	176.507	A	oh , i 'm back .	'm
8	38	219	175.495	176.507	A	oh , i 'm back .	back
8	38	220	175.495	176.507	A	oh , i 'm back .	.
8	39	221	187.569	188.146	B	no .	no
8	39	222	187.569	188.146	B	no .	.
8	40	223	189.088	192.999	B	we are not submitting our answers right now , sorry .	we
8	40	224	189.088	192.999	B	we are not submitting our answers right now , sorry .	are
8	40	225	189.088	192.999	B	we are not submitting our answers right now , sorry .	not
8	40	226	189.088	192.999	B	we are not submitting our answers right now , sorry .	submitting
8	40	227	189.088	192.999	B	we are not submitting our answers right now , sorry .	our
8	40	228	189.088	192.999	B	we are not submitting our answers right now , sorry .	answers
8	40	229	189.088	192.999	B	we are not submitting our answers right now , sorry .	right
8	40	230	189.088	192.999	B	we are not submitting our answers right now , sorry .	now
8	40	231	189.088	192.999	B	we are not submitting our answers right now , sorry .	,
8	40	232	189.088	192.999	B	we are not submitting our answers right now , sorry .	sorry
8	40	233	189.088	192.999	B	we are not submitting our answers right now , sorry .	.
8	41	234	192.943	194.940	A	no , we are not done .	no
8	41	235	192.943	194.940	A	no , we are not done .	,
8	41	236	192.943	194.940	A	no , we are not done .	we
8	41	237	192.943	194.940	A	no , we are not done .	are
8	41	238	192.943	194.940	A	no , we are not done .	not
8	41	239	192.943	194.940	A	no , we are not done .	done
8	41	240	192.943	194.940	A	no , we are not done .	.
8	42	241	195.505	197.010	B	oh , why i 'm on this .	oh
8	42	242	195.505	197.010	B	oh , why i 'm on this .	,
8	42	243	195.505	197.010	B	oh , why i 'm on this .	why
8	42	244	195.505	197.010	B	oh , why i 'm on this .	i
8	42	245	195.505	197.010	B	oh , why i 'm on this .	'm
8	42	246	195.505	197.010	B	oh , why i 'm on this .	on
8	42	247	195.505	197.010	B	oh , why i 'm on this .	this
8	42	248	195.505	197.010	B	oh , why i 'm on this .	.
8	43	249	199.232	201.033	B	okay i 'll tap .	okay
8	43	250	199.232	201.033	B	okay i 'll tap .	i
8	43	251	199.232	201.033	B	okay i 'll tap .	'll
8	43	252	199.232	201.033	B	okay i 'll tap .	tap
8	43	253	199.232	201.033	B	okay i 'll tap .	.
8	44	254	203.440	204.833	A	no .	no
