team_no	utterance_no	token_no	start	end	interlocutor	utterance	token
28	0	0	40.000	41.161	A	okay , so	okay
28	0	1	40.000	41.161	A	okay , so	,
28	0	2	40.000	41.161	A	okay , so	so
28	1	3	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	so
28	1	4	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	we
28	1	5	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	have
28	1	6	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	to
28	1	7	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	connect
28	1	8	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	all
28	1	9	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	the
28	1	10	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	places
28	1	11	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	with
28	1	12	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	tracks
28	1	13	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	,
28	1	14	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	with
28	1	15	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	the
28	1	16	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	least
28	1	17	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	amount
28	1	18	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	of
28	1	19	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	money
28	1	20	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	wasted
28	1	21	40.580	45.036	B	so we have to connect all the places with tracks , with the least amount of money wasted .	.
28	2	22	45.752	46.342	B	okay	okay
28	3	23	48.027	48.897	A	okay so	okay
28	3	24	48.027	48.897	A	okay so	so
28	4	25	49.136	49.894	A	i think	i
28	4	26	49.136	49.894	A	i think	think
28	5	27	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	just
28	5	28	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	go
28	5	29	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	,
28	5	30	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	from
28	5	31	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	mount
28	5	32	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	saint
28	5	33	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	gallen
28	5	34	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	,
28	5	35	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	to
28	5	36	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	mount
28	5	37	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	zurich
28	5	38	51.312	55.941	A	just go , from mount saint gallen , to mount zurich .	.
28	6	39	57.159	57.968	B	okay .	okay
28	6	40	57.159	57.968	B	okay .	.
28	7	41	58.431	59.750	B	how do i get off this screen ?	how
28	7	42	58.431	59.750	B	how do i get off this screen ?	do
