Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	mount basel to mount zurich .	311	A	117, 427
2	5	in this view you can	2	A	34, 35
3	4	to mount zurich .	311	A	117, 414, 427
3	4	we 're done .	90	A	268, 327, 357
2	4	maybe to mount bern	11	A	184, 194
2	4	to mount bern .	31	A	194, 224
6	3	then to mount	120	A	236, 265, 267, 281, 327, 355
4	3	maybe to mount	113	A	165, 184, 194, 277
4	3	mount zurich .	311	A	117, 122, 414, 427
4	3	to mount basel	211	A	117, 156, 277, 327
4	3	to mount bern	172	A	184, 194, 224, 355
3	3	from , mount	157	A	175, 245, 331
3	3	to , mount	171	A	177, 245, 347
3	3	to mount davos	257	A	9, 18, 265
2	3	'll try .	282	A	87, 368
2	3	, mount zermatt	71	A	175, 245
2	3	build tracks .	2	A	34, 35
2	3	go to mount	194	A	117, 310
2	3	have to do	247	A	58, 304
2	3	i think we	130	A	139, 268
2	3	maybe from mount	29	A	399, 427
2	3	more money .	89	A	212, 300
2	3	mount davos .	279	A	18, 296
2	3	mount luzern .	6	A	199, 204
2	3	mount zermatt ?	107	A	175, 281
2	3	mount zermatt to	4	A	201, 204
2	3	s t gallen	92	A	177, 268
2	3	that is already	15	A	60, 74
2	3	to mount ,	88	A	199, 286
2	3	to mount neuchatel	23	A	288, 310
2	3	to mount zermatt	81	A	201, 281
2	3	you need to	130	A	33, 162
25	2	to mount	419	A	9, 18, 68, 117, 156, 165, 184, 194, 196, 199, 201, 224, 236, 265, 267, 277, 281, 286, 288, 310, 312, 327, 355, 414, 427
14	2	yeah .	346	A	3, 50, 110, 124, 126, 133, 135, 198, 208, 215, 251, 326, 336, 348
11	2	then to	120	A	236, 248, 252, 265, 267, 276, 281, 286, 327, 340, 355
6	2	maybe to	113	A	165, 184, 194, 210, 257, 277
6	2	mount zermatt	107	A	175, 201, 204, 245, 274, 281
5	2	i think	313	A	22, 139, 162, 268, 334
5	2	mount zurich	360	A	68, 117, 122, 414, 427
5	2	to ,	251	A	177, 245, 286, 347, 427
5	2	zurich .	311	A	117, 121, 122, 414, 427
4	2	go to	211	A	100, 117, 130, 310
4	2	let 's	323	A	89, 305, 310, 411
4	2	luzern .	23	A	182, 199, 201, 204
4	2	mount luzern	47	A	199, 204, 210, 245
4	2	zermatt .	161	A	102, 104, 245, 262
3	2	bern .	58	A	167, 194, 224
3	2	from mount	154	A	274, 399, 427
3	2	interlaken .	75	A	310, 350, 384
3	2	maybe from	97	A	331, 399, 427
3	2	maybe we	414	A	7, 175, 420
3	2	money .	93	A	212, 300, 304
3	2	mount ,	110	A	177, 199, 286
3	2	neuchatel .	37	A	254, 286, 290
3	2	s t	253	A	16, 177, 268
3	2	submit .	167	A	139, 170, 305
3	2	that 's	197	A	213, 314, 409
3	2	to do	272	A	33, 58, 304
3	2	tracks .	129	A	34, 35, 162
3	2	try .	325	A	87, 368, 411
3	2	you have	28	A	54, 58, 81
2	2	, no	128	A	300, 427
2	2	, we	350	A	78, 427
2	2	and then	120	A	236, 355
2	2	ca n't	4	A	416, 419
2	2	gallen .	207	A	177, 383
2	2	here ?	137	A	147, 283
2	2	i 'll	317	A	87, 403
2	2	is the	2	A	52, 53
2	2	it 's	158	A	143, 300
2	2	maybe ,	206	A	78, 283
2	2	mount montreux	33	A	312, 344
2	2	no ,	128	A	300, 427
2	2	no .	92	A	299, 390
2	2	no but	3	A	298, 300
2	2	so now	248	A	58, 305
2	2	so you	49	A	33, 81
2	2	start from	87	A	89, 175
2	2	view .	2	A	53, 54
2	2	wait .	41	A	362, 402
2	2	we should	72	A	7, 78
2	2	yeah ,	120	A	236, 355
47	1	mount	421	A	7, 9, 13, 16, 18, 68, 107, 117, 122, 131, 156, 165, 175, 177, 184, 194, 196, 199, 201, 204, 207, 210, 224, 236, 245, 249, 265, 267, 274, 277, 281, 286, 288, 296, 310, 312, 327, 331, 342, 344, 347, 355, 378, 399, 412, 414, 427
46	1	to	419	A	9, 18, 28, 33, 58, 68, 90, 100, 117, 130, 152, 156, 162, 165, 177, 184, 193, 194, 196, 199, 201, 204, 210, 224, 236, 245, 248, 252, 257, 265, 267, 276, 277, 281, 286, 288, 304, 310, 312, 327, 337, 340, 347, 355, 414, 427
21	1	maybe	421	A	7, 68, 78, 83, 143, 150, 165, 175, 184, 194, 210, 219, 243, 257, 277, 283, 324, 331, 399, 420, 427
19	1	yeah	353	A	3, 50, 110, 124, 126, 133, 135, 170, 198, 208, 215, 236, 238, 251, 259, 326, 336, 348, 355
