Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	it 's connected to ten mountains .	3	A	116, 118
4	6	how much does it cost ?	72	A	188, 215, 218, 259
2	6	and how much does it cost	76	A	215, 290
2	6	how much does it cost mount	3	A	288, 290
2	6	i think we are done .	71	A	152, 222
2	6	mount bern to mount luzern .	74	A	65, 138
2	6	the bottom of the right .	124	A	191, 314
7	5	how much does it cost	112	A	188, 215, 218, 259, 288, 290, 299
3	5	i think we should erase	65	A	74, 81, 138
2	5	mount zurich to the mount	22	A	267, 288
2	5	so i think we should	44	A	138, 181
2	5	to the mount gallen ?	46	A	243, 288
2	5	you can see it .	124	A	190, 313
5	4	does it cost ?	126	A	134, 188, 215, 218, 259
5	4	so i think we	286	A	16, 138, 181, 222, 301
3	4	mount bern to mount	74	A	65, 125, 138
2	4	it 's connected .	76	A	249, 324
2	4	it 's done .	9	A	112, 120
2	4	need to do it	276	A	33, 308
2	4	to mount zermatt .	14	A	90, 103
2	4	wait can you erase	64	A	264, 327
2	4	we should erase the	36	A	74, 109
2	4	you can see the	108	A	192, 299
10	3	to the mount	242	A	49, 74, 106, 109, 150, 243, 246, 267, 288, 290
9	3	does it cost	175	A	125, 134, 188, 215, 218, 259, 288, 290, 299
9	3	i think we	286	A	16, 74, 79, 81, 138, 152, 181, 222, 301
4	3	mount bern to	86	A	65, 125, 138, 150
4	3	mount luzern .	74	A	65, 127, 136, 138
4	3	we need to	309	A	0, 16, 160, 308
3	3	can i erase	129	A	139, 150, 267
3	3	mount gallen ?	46	A	243, 244, 288
3	3	mount zurich to	37	A	267, 288, 303
3	3	ten mountains .	49	A	116, 118, 164
3	3	the right .	124	A	191, 292, 314
2	3	and i think	44	A	109, 152
2	3	erase the mount	42	A	109, 150
2	3	i do ?	31	A	196, 226
2	3	mount bern .	21	A	303, 323
2	3	mount davos ?	6	A	241, 246
2	3	mount davos to	145	A	109, 253
2	3	mount luzern to	85	A	206, 290
2	3	mount zurich .	22	A	109, 130
2	3	neuchatel to the	72	A	165, 236
2	3	next one ?	172	A	28, 199
2	3	the mount basel	3	A	265, 267
2	3	the mount davos	138	A	109, 246
2	3	the mount interlaken	107	A	74, 180
2	3	the mount zurich	38	A	109, 146
2	3	to mount bern	179	A	125, 303
15	2	to the	261	A	30, 49, 74, 106, 109, 150, 165, 236, 243, 246, 265, 267, 276, 288, 290
10	2	it cost	175	A	125, 134, 140, 188, 215, 218, 259, 288, 290, 299
9	2	mount luzern	226	A	65, 88, 127, 136, 138, 146, 150, 206, 290
8	2	how much	166	A	134, 188, 215, 218, 259, 288, 290, 299
8	2	mount zurich	195	A	109, 130, 132, 146, 206, 267, 288, 303
