Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	mount zermatt to the one above it .	6	A	101, 106
2	8	what about mount montreux to mount zermatt ?	8	A	368, 375
2	7	i do n't know how to say	101	A	121, 221
2	6	i think i 'm gon na	413	A	101, 513
2	6	mount bern to mount interlaken .	82	A	160, 241
2	6	now it 's your turn .	200	A	133, 332
2	6	which one should i do ?	217	A	151, 367
4	5	it 's your turn .	200	A	133, 207, 307, 332
3	5	i do n't know how	402	A	121, 221, 522
2	5	because there is no start	3	A	170, 172
2	5	i 'm gon na do	266	A	118, 383
2	5	i ca n't because there	359	A	170, 528
2	5	i do n't know .	353	A	72, 424
2	5	mount bern to mount luzern	2	A	326, 327
2	5	mount neuchatel to mount basel	123	A	295, 417
2	5	mount zurich to mount luzern	66	A	329, 394
2	5	to mount basel and then	182	A	236, 417
5	4	mount bern to mount	243	A	160, 241, 326, 327, 402
3	4	because there is no	61	A	170, 172, 230
3	4	i think i 'm	413	A	101, 461, 513
3	4	mount zermatt to mount	239	A	219, 387, 457
3	4	mount zurich to mount	277	A	118, 329, 394
3	4	to mount davos .	79	A	118, 130, 196
3	4	to mount interlaken .	404	A	160, 241, 563
3	4	we 're done .	132	A	405, 532, 536
2	4	and then mount bern	128	A	438, 565
2	4	can i show you	271	A	267, 537
2	4	davos to mount gallen	172	A	177, 348
2	4	gallen to mount davos	8	A	196, 203
2	4	i go to mount	59	A	290, 348
2	4	mount davos to mount	174	A	175, 348
2	4	oh , okay .	523	A	98, 620
2	4	set , go .	301	A	274, 574
2	4	so i 'm going	2	A	528, 529
2	4	this to this .	4	A	461, 464
2	4	to mount davos ?	185	A	203, 387
2	4	to mount gallen .	169	A	180, 348
2	4	to mount luzern .	3	A	327, 329
2	4	to mount luzern ?	109	A	326, 434
2	4	we are done .	368	A	251, 618
8	3	what about mount	243	A	175, 177, 203, 326, 368, 375, 394, 417
6	3	to mount luzern	132	A	326, 327, 329, 394, 434, 457
5	3	i think we	189	A	430, 532, 534, 590, 618
5	3	mount interlaken .	404	A	160, 241, 314, 438, 563
4	3	and then mount	163	A	403, 417, 438, 565
4	3	go to mount	274	A	290, 314, 348, 563
4	3	i ca n't	367	A	162, 170, 230, 528
4	3	mount zurich to	300	A	118, 329, 394, 417
4	3	to mount basel	182	A	236, 295, 402, 417
4	3	we 're done	132	A	405, 476, 532, 536
3	3	, it 's	319	A	207, 469, 525
3	3	, okay .	523	A	98, 502, 620
3	3	9 francs .	28	A	442, 444, 469
3	3	and then you	380	A	15, 236, 394
3	3	i 'm going	69	A	461, 528, 529
3	3	montreux to mount	144	A	232, 368, 375
3	3	mount luzern ?	178	A	257, 326, 434
3	3	mount montreux to	72	A	304, 368, 375
3	3	should i do	217	A	151, 295, 367
3	3	so i 'm	226	A	304, 528, 529
3	3	the one above	21	A	101, 106, 121
3	3	to mount bern	155	A	240, 314, 394
3	3	which one should	217	A	151, 282, 367
2	3	, here .	132	A	474, 605
2	3	, that was	31	A	390, 420
2	3	, what ?	224	A	285, 508
2	3	all of them	169	A	74, 242
2	3	and then from	354	A	241, 594
2	3	and then it	204	A	59, 262
2	3	from montreux to	2	A	593, 594
2	3	from mount neuchatel	162	A	295, 456
2	3	have it .	573	A	15, 587
2	3	how much was	3	A	516, 518
2	3	it 's expensive	6	A	525, 530
2	3	it comes from	4	A	262, 265
2	3	it does .	30	A	59, 88
2	3	mount bern .	326	A	240, 565
2	3	mount neuchatel .	172	A	232, 403
2	3	no , we	333	A	41, 373
2	3	oh yeah .	115	A	187, 301
2	3	spend less .	218	A	373, 590
2	3	spended more .	11	A	430, 440
2	3	to mount montreux	72	A	219, 290
2	3	wait no .	260	A	111, 370
2	3	wait what ?	54	A	13, 66
2	3	we already have	203	A	48, 250
2	3	what about ,	404	A	160, 563
2	3	yeah yeah .	253	A	141, 393
2	3	you ca n't	2	A	527, 528
2	3	you can do	19	A	218, 236
30	2	to mount	451	A	118, 130, 160, 175, 177, 180, 196, 203, 219, 232, 236, 240, 241, 290, 295, 314, 326, 327, 329, 348, 368, 375, 387, 394, 402, 417, 434, 457, 563, 568
20	2	and then	592	A	15, 59, 236, 238, 240, 241, 244, 262, 394, 398, 403, 417, 434, 438, 541, 565, 594, 599, 605, 606
15	2	okay .	591	A	30, 91, 98, 112, 154, 156, 211, 277, 281, 287, 306, 502, 553, 596, 620
15	2	yeah .	539	A	69, 110, 115, 128, 141, 187, 206, 213, 301, 312, 331, 377, 393, 402, 607
11	2	i 'm	551	A	38, 101, 118, 304, 383, 461, 513, 515, 528, 529, 588
11	2	it 's	439	A	121, 132, 133, 207, 307, 311, 332, 469, 525, 530, 559
11	2	what ?	496	A	13, 66, 168, 255, 285, 364, 379, 386, 492, 497, 508
11	2	what about	404	A	160, 175, 177, 203, 326, 368, 375, 394, 417, 518, 563
9	2	from mount	217	A	240, 241, 265, 271, 295, 314, 348, 350, 456
9	2	it .	580	A	8, 15, 70, 101, 106, 121, 197, 311, 587
8	2	mount davos	436	A	118, 130, 175, 196, 203, 348, 387, 553
8	2	mount luzern	337	A	121, 257, 326, 327, 329, 394, 434, 457
8	2	mount zermatt	357	A	101, 106, 219, 271, 368, 375, 387, 457
7	2	go to	593	A	14, 290, 314, 348, 454, 563, 606
7	2	here .	549	A	57, 173, 262, 474, 529, 604, 605
7	2	we 're	132	A	405, 412, 413, 476, 520, 532, 536
6	2	and now	361	A	246, 350, 386, 474, 563, 606
6	2	bern to	243	A	160, 241, 248, 326, 327, 402
6	2	done .	578	A	41, 251, 405, 532, 536, 618
6	2	mount neuchatel	278	A	232, 295, 403, 417, 456, 509
6	2	oh yeah	423	A	141, 187, 251, 301, 329, 563
6	2	that was	77	A	390, 420, 425, 431, 452, 466
6	2	we are	578	A	41, 251, 337, 352, 522, 618
5	2	gon na	413	A	101, 118, 184, 383, 513
5	2	mount basel	182	A	236, 240, 295, 402, 417
5	2	mount gallen	241	A	177, 180, 203, 348, 417
5	2	no because	269	A	184, 262, 265, 352, 452
5	2	so i	299	A	231, 304, 454, 528, 529
5	2	this .	216	A	383, 398, 461, 464, 598
5	2	we already	474	A	48, 250, 430, 467, 521
5	2	which one	228	A	140, 151, 165, 282, 367
4	2	, i	393	A	38, 121, 348, 430
4	2	, it	386	A	207, 469, 525, 592
4	2	expensive .	106	A	420, 452, 466, 525
4	2	francs .	113	A	357, 442, 444, 469
4	2	more .	192	A	343, 430, 440, 534
4	2	no ,	552	A	41, 172, 373, 592
4	2	now ,	268	A	207, 240, 348, 474
4	2	oh ,	583	A	38, 93, 98, 620
4	2	should i	217	A	151, 290, 295, 367
4	2	the one	493	A	101, 106, 121, 593
4	2	then it	539	A	59, 184, 262, 597
4	2	wait what	556	A	13, 66, 457, 568
4	2	we have	293	A	242, 321, 373, 534
4	2	you have	310	A	14, 15, 93, 323
3	2	, go	301	A	274, 314, 574
3	2	, oh	253	A	311, 396, 563
3	2	, what	224	A	285, 417, 508
3	2	already have	540	A	48, 250, 587
3	2	bern .	354	A	240, 565, 593
3	2	can do	19	A	218, 231, 236
3	2	do ?	217	A	151, 282, 367
3	2	do it	298	A	240, 394, 537
3	2	exactly .	199	A	96, 159, 294
3	2	gallen .	169	A	180, 190, 348
3	2	have to	360	A	14, 173, 373
3	2	how to	417	A	121, 221, 537
3	2	it ?	24	A	518, 537, 541
3	2	it was	208	A	390, 592, 597
3	2	less .	218	A	373, 577, 590
3	2	let 's	212	A	267, 359, 478
3	2	look .	548	A	56, 514, 603
3	2	luzern .	222	A	108, 327, 329
3	2	no .	327	A	44, 111, 370
