Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	15	mount montreux to mount zermatt to mount davos to mount saint gallen to mount zurich	40	B	429, 468
2	8	go to mount bern then mount basel .	58	B	146, 203
2	7	i think what we should do is	85	B	125, 209
2	7	mount saint gallen to mount davos .	293	B	400, 692
3	6	i 'm not sure though .	127	B	56, 148, 182
3	6	mount davos to mount saint gallen	385	B	84, 429, 468
3	6	mount saint gallen to mount zurich	77	B	429, 468, 505
2	6	and then mount zurich then mount	6	B	68, 73
2	6	how would you connect mount montreux	140	B	346, 485
2	6	is the most expensive track ?	5	B	739, 743
2	6	mount neuchatel to mount bern .	33	B	192, 224
2	6	this how much is that ?	343	B	59, 401
2	6	to mount montreux to mount zermatt	61	B	429, 489
9	5	how much is that ?	721	B	32, 37, 59, 392, 401, 444, 638, 641, 752
6	5	mount saint gallen to mount	293	B	400, 429, 468, 505, 681, 692
5	5	mount neuchatel to mount interlaken	294	B	288, 333, 429, 542, 581
4	5	mount neuchatel to mount bern	147	B	78, 192, 209, 224
4	5	to mount bern to mount	577	B	78, 425, 429, 654
3	5	how would you connect mount	175	B	346, 485, 520
3	5	mount bern then mount basel	81	B	123, 146, 203
3	5	mount interlaken to mount bern	386	B	368, 371, 753
3	5	mount neuchatel to mount basel	556	B	110, 317, 665
3	5	to mount interlaken to mount	393	B	368, 429, 760
3	5	to mount zermatt to mount	44	B	425, 429, 468
2	5	, how would you get	126	B	333, 458
2	5	from mount neuchatel to mount	504	B	78, 581
2	5	go mount neuchatel to mount	141	B	209, 349
2	5	how about mount montreux to	140	B	329, 468
2	5	how much is this ?	4	B	166, 169
2	5	how much was that ?	464	B	234, 697
2	5	i 'm gon na upload	66	B	580, 645
2	5	i think we should go	97	B	134, 230
2	5	interlaken to mount neuchatel .	3	B	760, 762
2	5	mount basel then mount bern	100	B	73, 172
2	5	mount bern to mount basel	362	B	68, 429
2	5	mount interlaken to mount montreux	289	B	141, 429
2	5	mount luzern to mount bern	388	B	42, 429
2	5	mount zurich mount basel mount	25	B	101, 125
2	5	okay i 'm gon na	566	B	80, 645
2	5	to mount basel to mount	320	B	110, 429
2	5	to mount neuchatel to mount	320	B	110, 429
2	5	you go to mount bern	452	B	203, 654
14	4	mount neuchatel to mount	588	B	78, 110, 192, 209, 224, 288, 317, 333, 349, 429, 494, 542, 581, 665
8	4	mount bern to mount	594	B	68, 78, 110, 425, 429, 458, 654, 661
7	4	mount interlaken to mount	620	B	141, 368, 371, 429, 555, 753, 760
6	4	i 'm gon na	689	B	80, 195, 310, 580, 645, 768
6	4	i 'm not sure	439	B	56, 111, 148, 179, 182, 494
5	4	mount montreux to mount	467	B	294, 429, 468, 489, 760
5	4	to mount interlaken .	513	B	78, 276, 288, 551, 590
4	4	but how would you	513	B	8, 465, 480, 520
4	4	i think we should	190	B	48, 134, 230, 237
4	4	interlaken to mount montreux	627	B	141, 429, 446, 767
4	4	mount bern then mount	81	B	123, 125, 146, 203
4	4	mount davos to mount	605	B	84, 429, 468, 688
4	4	mount luzern to mount	388	B	42, 54, 425, 429
4	4	mount zermatt to mount	152	B	317, 425, 429, 468
4	4	to mount bern .	330	B	42, 192, 224, 371
4	4	to mount montreux .	413	B	355, 498, 765, 767
4	4	to mount saint gallen	385	B	84, 368, 429, 468
3	4	, how would you	126	B	333, 346, 458
3	4	and then you go	417	B	89, 203, 505
3	4	go to mount interlaken	177	B	192, 276, 368
3	4	how much is this	225	B	166, 169, 390
3	4	how would you get	133	B	333, 458, 465
3	4	is the most expensive	9	B	735, 739, 743
3	4	mount basel then mount	105	B	68, 73, 172
3	4	mount basel to mount	320	B	110, 385, 429
3	4	mount bern and then	536	B	98, 123, 633
3	4	oh , okay .	37	B	10, 27, 46
3	4	then mount basel .	106	B	98, 146, 203
3	4	then mount interlaken .	106	B	20, 68, 125
3	4	to mount basel .	460	B	209, 373, 668
3	4	to mount davos .	293	B	400, 503, 692
3	4	to mount luzern .	31	B	661, 681, 691
3	4	to mount neuchatel .	485	B	278, 760, 762
3	4	to mount zurich .	369	B	137, 385, 505
3	4	yeah , i think	426	B	56, 187, 481
3	4	you go to mount	635	B	20, 203, 654
2	4	, mount neuchatel goes	14	B	342, 355
2	4	and then erase the	17	B	278, 294
2	4	and then mount basel	536	B	98, 633
2	4	and then mount interlaken	91	B	20, 110
2	4	and then we can	279	B	387, 665
2	4	can go to mount	176	B	101, 276
2	4	erase the mount neuchatel	262	B	288, 549
2	4	erase this one .	216	B	553, 768
2	4	go to mount basel	57	B	153, 209
2	4	go to mount neuchatel	107	B	172, 278
2	4	have to go mount	141	B	67, 207
2	4	how many places can	5	B	334, 338
2	4	i have an idea	81	B	348, 428
2	4	if mount saint gallen	3	B	630, 632
2	4	if we do n't	382	B	191, 572
2	4	kind of like go	61	B	51, 111
2	4	mount basel and then	543	B	123, 665
2	4	mount interlaken and mount	212	B	260, 471
2	4	mount interlaken then mount	60	B	192, 251
2	4	mount montreux then ?	21	B	465, 485
2	4	mount neuchatel and then	224	B	71, 294
2	4	mount saint gallen .	18	B	67, 84
2	4	n't do that .	130	B	544, 673
2	4	or should we go	3	B	157, 159
2	4	so kind of like	143	B	51, 193
2	4	so we have 4	216	B	39, 254
2	4	that 's 4 .	500	B	24, 523
2	4	then mount interlaken ?	50	B	110, 159
2	4	to mount bern ,	160	B	209, 368
2	4	to mount bern ?	233	B	521, 753
2	4	to mount montreux ,	411	B	48, 458
2	4	uh the one that	228	B	324, 551
2	4	wait , if we	386	B	191, 576
2	4	we did n't do	33	B	544, 576
2	4	we have to get	70	B	316, 385
2	4	you go on the	3	B	600, 602
15	3	mount neuchatel to	588	B	78, 110, 192, 209, 224, 288, 317, 333, 349, 357, 429, 494, 542, 581, 665
15	3	to mount bern	712	B	42, 78, 146, 192, 203, 209, 224, 368, 371, 425, 429, 461, 521, 654, 753
14	3	how much is	721	B	32, 37, 59, 166, 169, 357, 390, 392, 401, 444, 638, 641, 735, 752
14	3	to mount interlaken	690	B	71, 78, 192, 276, 288, 317, 333, 368, 429, 542, 551, 581, 590, 760
13	3	go to mount	635	B	20, 73, 101, 146, 153, 172, 192, 203, 209, 276, 278, 368, 654
13	3	mount saint gallen	627	B	66, 67, 84, 125, 368, 400, 429, 468, 505, 630, 632, 681, 692
13	3	to mount montreux	763	B	5, 20, 48, 141, 355, 429, 446, 458, 489, 494, 498, 765, 767
