Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	now i 'm gon na go to mount	53	B	320, 372
2	7	click drag and release to build a	14	B	30, 43
2	7	i do n't think it is finished	2	B	72, 73
2	6	mount s t gallen to mount	97	B	179, 275
2	6	to mount s t gallen .	249	B	73, 321
3	5	i 'm gon na go	53	B	320, 364, 372
3	5	mount s t gallen .	280	B	42, 73, 321
3	5	to mount s t gallen	253	B	69, 73, 321
2	5	go to mount luzern ,	17	B	319, 335
2	5	it 's not working .	23	B	23, 45
2	5	let 's try again .	33	B	142, 174
2	5	s t gallen to mount	97	B	179, 275
2	5	we 're so close .	189	B	141, 329
4	4	i 'm gon na	260	B	113, 320, 364, 372
4	4	s t gallen .	330	B	42, 73, 321, 371
3	4	i do n't know	114	B	116, 190, 229
3	4	i do n't think	93	B	72, 73, 164
3	4	it 's not working	181	B	23, 45, 203
3	4	mount luzern to mount	111	B	112, 218, 222
3	4	to mount davos .	192	B	209, 266, 400
3	4	to mount luzern ,	130	B	206, 319, 335
3	4	we 're so close	189	B	141, 308, 329
2	4	, here let 's	31	B	279, 309
2	4	, i do n't	158	B	72, 229
2	4	, wait wait wait	131	B	72, 202
2	4	, we 've got	26	B	217, 242
2	4	basel to mount neuchatel	70	B	120, 189
2	4	bern mount bern .	34	B	325, 358
2	4	go to long range	2	B	370, 371
2	4	i get it now	215	B	64, 278
2	4	let 's try that	128	B	148, 275
2	4	mount basel to mount	216	B	189, 404
2	4	mount davos to mount	229	B	69, 297
2	4	mount zermatt to mount	61	B	206, 266
2	4	no we do n't	34	B	39, 72
2	4	s t gallen and	169	B	69, 237
2	4	to mount basel .	169	B	186, 354
2	4	to mount zermatt .	37	B	261, 297
2	4	to mount zurich .	155	B	218, 372
2	4	zermatt to mount luzern	62	B	145, 206
10	3	s t gallen	330	B	42, 69, 73, 132, 179, 237, 269, 275, 321, 371
6	3	let 's try	265	B	142, 148, 174, 270, 275, 406
6	3	to mount davos	241	B	160, 209, 266, 275, 320, 400
5	3	go to mount	58	B	315, 319, 320, 335, 372
5	3	mount luzern to	135	B	112, 197, 218, 222, 246
5	3	press submit .	356	B	75, 85, 171, 429, 430
5	3	we 've got	356	B	38, 217, 242, 308, 393
4	3	gon na go	62	B	320, 364, 372, 381
4	3	it 's not	181	B	23, 45, 200, 203
4	3	let 's go	180	B	218, 279, 311, 397
4	3	mount luzern ,	130	B	206, 242, 319, 335
4	3	mount zermatt to	312	B	106, 206, 266, 417
4	3	to mount zurich	187	B	218, 275, 372, 404
4	3	your turn .	243	B	111, 137, 233, 353
3	3	, let 's	267	B	140, 218, 406
3	3	let 's do	103	B	129, 188, 231
3	3	mount basel .	169	B	186, 250, 354
3	3	mount basel to	216	B	189, 229, 404
3	3	mount davos to	229	B	69, 176, 297
3	3	now go to	111	B	261, 335, 371
3	3	okay , here	285	B	79, 309, 363
3	3	think it is	207	B	72, 73, 278
3	3	to mount zermatt	37	B	261, 280, 297
3	3	which one ?	172	B	10, 101, 181
3	3	yeah okay .	252	B	55, 291, 306
2	3	, and then	100	B	229, 328
2	3	, go to	52	B	319, 370
2	3	, i think	96	B	183, 278
2	3	, mount luzern	102	B	218, 319
2	3	, now ,	293	B	114, 406
2	3	, okay .	85	B	148, 232
2	3	, wait .	37	B	48, 84
2	3	, where do	172	B	5, 176
2	3	, yeah .	245	B	149, 393
2	3	and then mount	51	B	179, 229
2	3	costs 5 .	100	B	278, 377
2	3	go here .	41	B	311, 351
2	3	going to mount	128	B	153, 280
2	3	i ca n't	4	B	200, 203
2	3	i did n't	17	B	205, 221
2	3	i think it	148	B	278, 425
2	3	it 's because	75	B	205, 279
2	3	it yeah .	174	B	17, 190
2	3	let 's see	29	B	140, 168
2	3	mount interlaken to	164	B	98, 261
2	3	neuchatel to mount	103	B	311, 413
2	3	oh my god	59	B	271, 329
2	3	okay , now	221	B	186, 406
2	3	okay i 'm	70	B	84, 153
2	3	or mount interlaken	130	B	98, 227
2	3	so hard .	218	B	172, 389
2	3	to bern .	150	B	98, 247
2	3	to mount bern	214	B	112, 325
2	3	to mount interlaken	36	B	311, 346
2	3	try it .	86	B	185, 270
2	3	try that .	163	B	113, 275
2	3	wait , i	11	B	72, 82
2	3	you wanna do	16	B	97, 112
2	3	zurich to mount	328	B	73, 400
