team_no,attempt_no,turn_no,start,end,subject,verb,object
8,1,1,0.386,0.386,R,shows,observe gesture
8,1,1,0.483,0.483,R,says,"so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!"
8,1,1,41.033,45.988,B,says,"so , are we trying to make this shortest , or the less tight the little things ?"
8,1,1,53.855,53.855,R,shows,thinking gesture
8,1,1,53.895,53.895,R,says,"hmm, i see."
8,1,1,60.810,61.738,B,says,okay ready ?
8,1,1,62.690,63.942,B,says,so which one should we start ?
8,1,1,62.703,62.703,A,adds,Luzern-Bern (1-3)
8,1,1,64.040,65.067,B,says,wait did you just do that ?
8,1,1,65.011,66.671,A,says,yes .
8,1,1,65.574,67.430,B,says,okay i'm gonna do something right .
8,1,1,70.992,71.892,B,says,i drag .
8,1,1,72.497,73.228,B,says,how do you do it ?
8,1,1,73.622,74.804,A,says,you drag it .
8,1,1,75.127,76.112,B,says,hold and drag .
8,1,1,76.464,77.125,A,says,yes .
8,1,1,76.775,78.759,B,says,it's not working for me .
8,1,1,81.150,82.487,B,says,wait how do you do it ?
8,1,1,82.719,84.786,I,says,so can you make one more ?
8,1,1,85.021,86.850,A,says,"um like , wait what ?"
8,1,1,87.638,93.391,A,says,"so you hold it , so you you have to go to where and did it and hold it to somewhere ."
8,1,1,93.630,97.107,I,says,yeah then release it now uh yeah .
8,1,1,95.566,95.566,A,adds,Luzern-Zurich (1-2)
8,1,1,95.630,96.966,A,says,and then you have it .
8,1,1,97.585,98.710,B,says,oh there we go .
8,1,2,98.855,98.855,R,shows,observe gesture
8,1,2,98.950,100.750,B,says,i was at something else okay .
8,1,2,101.679,102.410,A,says,good .
8,1,2,105.063,105.063,B,adds,Zurich-Gallen (2-8)
8,1,2,105.325,106.591,B,says,okay i just made something .
8,1,2,108.349,109.066,A,says,oh wait .
8,1,2,110.937,112.625,B,says,so i think we are trying to make
8,1,2,110.953,110.953,B,adds,Gallen-Davos (8-9)
8,1,3,113.696,113.696,B,presses,help (enabled)
8,1,3,114.499,115.526,B,says,oh what ?
8,1,3,115.905,117.720,B,says,we're trying to make the less
8,1,3,118.452,118.452,A,adds,Basel-Bern (0-3)
8,1,3,118.508,119.380,B,says,um
8,1,3,120.310,121.520,B,says,things used .
8,1,3,121.745,122.888,A,says,yeah probably .
8,1,3,122.350,124.826,B,says,"why is mine this weird , why is mine here ?"
8,1,3,125.186,125.186,A,adds,Interlaken-Bern (5-3)
8,1,3,126.783,129.245,B,says,"oh there , i'm doomed ."
8,1,3,129.470,132.087,B,says,how do i make it ?
8,1,3,131.271,138.940,I,says,if you want to see a bit more like revise the instructions just read the instructions from the i button to see why you are on that screen .
8,1,4,139.163,139.163,B,presses,help (enabled)
8,1,4,139.404,140.135,A,says,okay .
8,1,4,140.527,140.527,A,presses,help (enabled)
8,1,4,158.855,158.855,R,shows,thinking gesture
8,1,4,158.869,158.869,R,says,"hmm, i see."
8,1,4,160.242,161.830,R,says,i see .
8,1,4,161.214,163.592,B,says,why did you do i see here ?
8,1,4,164.548,165.069,B,says,okay .
8,1,4,165.505,166.602,B,says,this does not
8,1,4,165.537,167.379,I,says,did you read the instructions ?
8,1,4,166.329,166.329,B,adds,Basel-Neuchatel (0-7)
8,1,4,167.376,168.515,A,says,"yes , but"
8,1,4,168.143,170.210,I,says,did you understand why you are on that ?
8,1,4,169.658,169.658,A,presses,help (enabled)
8,1,4,170.374,171.401,A,says,um
8,1,4,170.402,171.485,B,says,"yeah , kinda ."
8,1,4,171.711,174.383,A,says,"kinda , not really , why ?"
8,1,4,173.371,173.371,B,adds,Montreux-Neuchatel (6-7)
8,1,4,175.495,176.507,A,says,"oh , i'm back ."
8,1,5,177.180,177.180,B,presses,help (enabled)
8,1,5,181.000,181.000,A,adds,Luzern-Zermatt (1-4)
8,1,5,181.415,181.415,R,shows,observe gesture
8,1,5,181.813,186.769,R,says,"guys , do not hesitate to submit your solution ."
8,1,5,187.569,188.146,B,says,no .
8,1,5,189.088,192.999,B,says,"we are not submitting our answers right now , sorry ."
8,1,5,192.943,194.940,A,says,"no , we are not done ."
8,1,5,195.505,197.010,B,says,"oh , why i'm on this ."
8,1,5,196.279,196.279,B,presses,help (enabled)
8,1,5,199.232,201.033,B,says,okay i'll tap .
8,1,5,203.440,204.833,A,says,no .
8,1,5,203.595,204.228,B,says,oh .
8,1,5,204.763,205.593,B,says,what happened ?
8,1,5,207.072,208.943,B,says,why is it not doing ?
8,1,5,208.071,210.181,A,says,because we already have 9 out of 10 .
8,1,5,214.668,216.385,B,says,oh my gosh i can't go .
8,1,5,217.076,219.398,I,says,i think you didn't read the instructions .
8,1,5,218.746,218.746,B,presses,help (enabled)
8,1,5,219.467,220.452,B,says,what am i supposed
8,1,5,222.112,222.843,B,says,here ?
8,1,5,222.203,223.671,I,says,at the very top .
8,1,5,223.631,224.320,B,says,here .
8,1,5,224.886,226.110,B,says,abstract view .
8,1,5,228.192,229.528,B,says,your friend's view .
8,1,5,229.753,232.688,I,says,"yeah and then , what does the abstract view show you ?"
8,1,5,231.547,231.547,A,presses,help (enabled)
8,1,5,233.143,234.508,B,says,interactive view .
8,1,5,234.201,235.893,I,says,"no , like"
8,1,5,235.607,236.001,A,says,look .
8,1,5,236.212,237.816,A,says,it says right here .
8,1,5,238.055,243.091,A,says,"says like , the interactive view into the abstract view ."
8,1,5,243.345,246.749,A,says,and then it has abstract view and then it says what it does .
8,1,5,245.357,246.693,B,says,oh yeah this
8,1,5,247.540,249.326,B,says,view you can not build
8,1,5,258.445,259.838,B,says,oh !
8,1,5,260.274,262.679,B,says,oh oops .
8,1,5,264.308,264.308,A,adds,Zermatt-Montreux (4-6)
8,1,5,264.578,267.012,B,says,"okay , now i get it , oh yeah i'm here ."
8,1,5,268.378,268.983,B,says,okay .
8,1,5,269.391,270.094,A,says,wait what ?
8,1,5,270.755,272.908,B,says,so we need to i'm erasing these .
8,1,6,272.412,272.412,B,removes,Luzern-Zermatt (1-4)
8,1,6,273.217,273.920,B,says,i'm sorry .
8,1,6,273.273,273.850,A,says,yeah .
8,1,6,274.147,275.244,A,says,yeah i'll erase it .
8,1,6,274.206,274.206,B,removes,Zermatt-Montreux (4-6)
8,1,6,274.231,275.286,B,says,and we just start again .
8,1,6,275.807,277.143,A,says,um i don't know .
8,1,6,276.369,276.890,B,says,uh
8,1,6,277.636,280.379,A,says,so we will erase all of them entirely ?
8,1,6,279.661,280.266,B,says,yeah .
8,1,6,282.589,283.785,A,says,right now i want to erase .
8,1,6,284.911,287.372,B,says,i'm at the black right now so got to chill .
8,1,6,288.682,289.329,B,says,chill .
8,1,6,289.765,290.876,A,says,how do you erase ?
8,1,6,291.101,292.395,B,says,you just hold it .
8,1,7,291.387,291.387,A,removes,Interlaken-Bern (5-3)
