team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
9	0.226	0.226	1	1	1	R	shows	observe gesture
9	0.309	0.309	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
9	53.741	53.741	1	1	4	R	shows	thinking gesture
9	53.746	53.746	1	1	5	R	says	(Hmm) I see.
9	65.809	65.809	1	1	11	B	presses	help (enabled)
9	66.276	66.276	1	1	13	B	presses	help (enabled)
9	66.942	66.942	1	1	15	B	presses	help (enabled)
9	93.176	93.176	1	1	25	B	presses	help (enabled)
9	98.798	98.798	1	1	26	R	shows	observe gesture
9	127.025	127.025	1	1	29	B	presses	help (enabled)
9	127.366	127.366	1	1	31	A	presses	help (enabled)
9	158.907	158.907	1	1	33	R	shows	thinking gesture
9	158.907	158.907	1	1	34	R	says	(Hmm) I see.
9	176.906	176.906	1	1	37	A	adds	Interlaken-Montreux (5-6)
9	183.600	183.600	1	1	39	A	removes	Interlaken-Montreux (5-6)
9	191.808	191.808	1	2	41	B	adds	Zermatt-Montreux (4-6)
9	204.285	204.285	1	2	43	B	adds	Luzern-Zermatt (1-4)
9	217.946	217.946	1	3	46	A	adds	Luzern-Bern (1-3)
9	250.303	250.303	1	3	48	A	removes	Luzern-Bern (1-3)
9	254.575	254.575	1	4	50	B	adds	Luzern-Davos (1-9)
9	278.715	278.715	1	4	51	R	shows	observe gesture
9	342.568	342.568	1	4	60	B	adds	Gallen-Davos (8-9)
9	485.765	485.765	1	5	62	A	adds	Zurich-Gallen (2-8)
9	510.572	510.572	1	5	64	A	adds	Zurich-Bern (2-3)
9	547.707	547.707	1	6	66	B	adds	Interlaken-Montreux (5-6)
9	561.738	561.738	1	6	68	B	adds	Interlaken-Neuchatel (5-7)
9	591.670	591.670	1	7	70	A	adds	Basel-Neuchatel (0-7)
9	591.888	591.888	1	7	71	R	shows	observe gesture
9	632.250	632.250	1	7	73	A	removes	Basel-Neuchatel (0-7)
9	636.789	636.789	1	8	75	B	removes	Interlaken-Neuchatel (5-7)
9	651.007	651.007	1	8	87	B	adds	Interlaken-Neuchatel (5-7)
9	691.010	691.010	1	9	89	A	adds	Neuchatel-Bern (7-3)
9	719.554	719.554	1	9	91	A	removes	Neuchatel-Bern (7-3)
9	723.773	723.773	1	10	93	B	adds	Basel-Neuchatel (0-7)
9	743.436	743.436	1	10	96	B	adds	Basel-Bern (0-3)
9	751.356	751.356	1	11	101	B	presses	submit (enabled)
9	751.865	751.865	1	11	103	A	presses	submit (enabled)
9	751.902	751.902	1	11	104	T	submits	cost=30 (opt_cost=22)
9	752.192	752.192	1	11	105	R	shows	talking emotion
9	752.192	752.192	1	11	106	R	shows	up_left gesture
9	752.303	752.303	1	11	107	R	says	You are away from the minimum by 8 Francs. Let's Try again.
9	758.671	758.671	1	11	108	R	shows	talking emotion
9	758.671	758.671	1	11	109	R	shows	point_front gesture
9	758.740	758.740	1	11	110	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
9	771.056	771.056	2	11	112	B	presses	compare (enabled)
9	774.056	774.056	2	11	115	B	presses	apply (enabled)
9	774.066	774.066	2	11	116	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 6), (5, 7), (8, 9)]
9	775.306	775.306	2	11	118	B	presses	apply (enabled)
9	775.316	775.316	2	11	119	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 6), (5, 7), (8, 9)]
9	857.822	857.822	2	11	124	B	presses	compare (enabled)
9	858.322	858.322	2	11	126	B	presses	apply (enabled)
9	858.332	858.332	2	11	127	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 6), (5, 7), (8, 9)]
9	860.472	860.472	2	11	130	B	presses	apply (enabled)
9	860.482	860.482	2	11	131	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 6), (5, 7), (8, 9)]
9	860.778	860.778	2	11	133	B	presses	apply (enabled)
9	860.842	860.842	2	11	135	B	presses	apply (enabled)
9	861.055	861.055	2	11	137	B	presses	apply (enabled)
9	861.288	861.288	2	11	139	B	presses	apply (enabled)
9	898.975	898.975	2	11	149	A	removes	Zermatt-Montreux (4-6)
9	972.195	972.195	2	11	151	A	adds	Montreux-Neuchatel (6-7)
9	977.623	977.623	2	12	153	B	removes	Interlaken-Neuchatel (5-7)
9	982.903	982.903	2	12	155	B	adds	Zermatt-Interlaken (4-5)
9	1000.714	1000.714	2	13	157	A	presses	submit (enabled)
9	1002.771	1002.771	2	13	159	B	presses	submit (enabled)
9	1002.810	1002.810	2	13	160	T	submits	cost=29 (opt_cost=22)
9	1003.046	1003.046	2	13	161	R	shows	talking emotion
9	1003.050	1003.050	2	13	162	R	shows	up_left gesture
