team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
29	0.161	0.161	1	1	1	R	shows	observe gesture
29	0.298	0.298	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
29	48.908	48.908	1	1	8	B	presses	submit (disabled)
29	53.511	53.511	1	1	9	R	shows	thinking gesture
29	53.544	53.544	1	1	10	R	says	(Hmm) I see.
29	57.415	57.415	1	1	12	A	presses	help (enabled)
29	61.975	61.975	1	1	15	B	presses	help (enabled)
29	98.510	98.510	1	1	18	R	shows	observe gesture
29	109.111	109.111	1	1	23	A	adds	Basel-Zurich (0-2)
29	123.754	123.754	1	1	28	A	adds	Luzern-Zurich (1-2)
29	133.930	133.930	1	2	34	B	removes	Basel-Zurich (0-2)
29	153.024	153.024	1	2	42	B	adds	Luzern-Zermatt (1-4)
29	157.254	157.254	1	3	44	A	adds	Luzern-Bern (1-3)
29	159.015	159.015	1	3	46	A	adds	Luzern-Interlaken (1-5)
29	171.595	171.595	1	4	50	B	removes	Luzern-Bern (1-3)
29	188.175	188.175	1	5	54	A	adds	Interlaken-Montreux (5-6)
29	189.869	189.869	1	5	56	B	adds	Luzern-Davos (1-9)
29	190.361	190.361	1	6	57	A	adds	Montreux-Neuchatel (6-7)
29	203.694	203.694	1	7	60	B	adds	Luzern-Bern (1-3)
29	207.229	207.229	1	7	62	B	adds	Basel-Bern (0-3)
29	212.054	212.054	1	8	64	A	adds	Zurich-Gallen (2-8)
29	212.261	212.261	1	8	65	R	shows	observe gesture
29	226.293	226.293	1	8	69	B	presses	submit (enabled)
29	233.660	233.660	1	8	71	B	presses	submit (enabled)
29	249.075	249.075	1	8	76	A	presses	submit (enabled)
29	250.199	250.199	1	8	77	T	submits	cost=27 (opt_cost=22)
29	250.248	250.248	1	8	79	A	presses	submit (enabled)
29	250.387	250.387	1	8	80	R	shows	talking emotion
29	250.387	250.387	1	8	81	R	shows	up_left gesture
29	250.481	250.481	1	8	82	R	says	You are away from the minimum by 5 Francs. Let's Try again.
29	251.443	251.443	1	8	84	B	presses	submit (enabled)
29	256.757	256.757	1	8	85	R	shows	talking emotion
29	256.758	256.758	1	8	86	R	shows	point_front gesture
29	256.826	256.826	1	8	87	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
29	273.460	273.460	2	8	90	B	presses	compare (enabled)
29	275.275	275.275	2	8	92	A	adds	Montreux-Neuchatel (6-7)
29	276.503	276.503	2	8	94	A	adds	Zermatt-Montreux (4-6)
29	278.511	278.511	2	9	96	R	shows	observe gesture
29	280.381	280.381	2	9	98	B	presses	compare (enabled)
29	280.925	280.925	2	9	100	B	presses	compare (enabled)
29	284.293	284.293	2	9	104	B	removes	Zermatt-Montreux (4-6)
29	296.114	296.114	2	9	111	A	presses	compare (enabled)
29	324.335	324.335	2	9	117	B	adds	Interlaken-Montreux (5-6)
29	330.586	330.586	2	10	119	A	adds	Luzern-Interlaken (1-5)
29	333.107	333.107	2	10	121	A	removes	Luzern-Interlaken (1-5)
29	351.193	351.193	2	11	127	A	presses	compare (enabled)
29	362.009	362.009	2	11	129	B	adds	Zermatt-Interlaken (4-5)
29	375.103	375.103	2	11	133	B	adds	Luzern-Zermatt (1-4)
29	378.063	378.063	2	12	135	A	adds	Luzern-Bern (1-3)
29	381.346	381.346	2	12	137	A	adds	Basel-Bern (0-3)
29	391.325	391.325	2	13	139	B	adds	Zermatt-Davos (4-9)
29	407.093	407.093	2	14	148	A	removes	Basel-Zurich (0-2)
29	408.335	408.335	2	14	149	B	adds	Basel-Zurich (0-2)
29	417.432	417.432	2	15	155	A	adds	Gallen-Davos (8-9)
29	431.890	431.890	2	16	159	B	adds	Luzern-Zurich (1-2)
29	458.510	458.510	2	16	160	R	shows	observe gesture
29	478.368	478.368	2	16	163	B	adds	Zermatt-Montreux (4-6)
29	487.499	487.499	2	17	165	A	presses	submit (enabled)
29	488.616	488.616	2	17	166	T	submits	cost=26 (opt_cost=22)
29	488.824	488.824	2	17	167	R	shows	talking emotion
29	488.824	488.824	2	17	168	R	shows	up_left gesture
29	488.908	488.908	2	17	169	R	says	You are away from the minimum by 4 Francs. Let's Try again.
29	493.239	493.239	2	17	171	B	presses	submit (enabled)
29	501.826	501.826	3	17	173	A	adds	Luzern-Zermatt (1-4)
29	516.140	516.140	3	17	189	B	presses	compare (enabled)
29	527.059	527.059	3	17	192	A	adds	Zermatt-Montreux (4-6)
29	540.974	540.974	3	18	194	A	presses	compare (enabled)
29	549.541	549.541	3	18	198	B	adds	Luzern-Bern (1-3)
29	555.352	555.352	3	18	203	B	removes	Luzern-Bern (1-3)
29	556.136	556.136	3	19	206	A	removes	Luzern-Zermatt (1-4)
29	611.699	611.699	3	19	220	A	adds	Interlaken-Montreux (5-6)
29	622.120	622.120	3	20	223	B	removes	Interlaken-Montreux (5-6)
29	629.749	629.749	3	20	225	B	adds	Zermatt-Davos (4-9)
29	633.039	633.039	3	21	228	B	presses	compare (enabled)
29	637.046	637.046	3	21	230	A	adds	Interlaken-Montreux (5-6)
29	639.461	639.461	3	21	232	A	removes	Interlaken-Montreux (5-6)
29	647.053	647.053	3	22	235	B	removes	Zermatt-Davos (4-9)
29	653.649	653.649	3	22	238	B	adds	Montreux-Neuchatel (6-7)
29	653.768	653.768	3	23	239	A	adds	Basel-Neuchatel (0-7)
29	656.667	656.667	3	23	241	A	removes	Basel-Neuchatel (0-7)
29	666.035	666.035	3	24	244	B	adds	Interlaken-Neuchatel (5-7)
29	677.060	677.060	3	24	248	B	removes	Interlaken-Neuchatel (5-7)
