team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
41	0.236	0.236	1	1	1	R	shows	observe gesture
41	0.334	0.334	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
41	52.051	52.051	1	1	9	B	presses	help (enabled)
41	53.705	53.705	1	1	11	R	shows	thinking gesture
41	53.712	53.712	1	1	12	R	says	(Hmm) I see.
41	54.143	54.143	1	1	14	A	presses	help (enabled)
41	62.817	62.817	1	1	17	B	presses	help (enabled)
41	98.761	98.761	1	1	18	R	shows	observe gesture
41	101.973	101.973	1	1	20	A	presses	submit (disabled)
41	111.883	111.883	1	1	26	B	presses	help (enabled)
41	114.713	114.713	1	1	27	A	adds	Zurich-Gallen (2-8)
41	122.375	122.375	1	1	30	A	adds	Gallen-Davos (8-9)
41	158.732	158.732	1	2	35	R	shows	thinking gesture
41	158.736	158.736	1	2	36	R	says	(Hmm) I see.
41	165.936	165.936	1	2	38	B	presses	help (enabled)
41	180.510	180.510	1	2	41	B	adds	Zermatt-Davos (4-9)
41	187.651	187.651	1	2	43	B	adds	Luzern-Zermatt (1-4)
41	195.515	195.515	1	3	48	B	presses	help (enabled)
41	197.841	197.841	1	3	49	A	adds	Zermatt-Montreux (4-6)
41	199.894	199.894	1	3	51	A	adds	Montreux-Neuchatel (6-7)
41	200.037	200.037	1	4	53	B	presses	help (enabled)
41	210.782	210.782	1	4	56	B	removes	Luzern-Zermatt (1-4)
41	227.083	227.083	1	4	60	B	adds	Basel-Zurich (0-2)
41	232.371	232.371	1	5	63	A	adds	Basel-Neuchatel (0-7)
41	241.155	241.155	1	5	69	A	adds	Zurich-Bern (2-3)
41	250.988	250.988	1	6	71	B	adds	Luzern-Zermatt (1-4)
41	271.660	271.660	1	6	76	B	adds	Interlaken-Neuchatel (5-7)
41	271.876	271.876	1	7	77	R	shows	observe gesture
41	282.008	282.008	1	7	80	A	removes	Interlaken-Neuchatel (5-7)
41	288.497	288.497	1	7	83	A	adds	Interlaken-Montreux (5-6)
41	294.181	294.181	1	8	85	B	presses	help (enabled)
41	331.240	331.240	1	8	89	B	removes	Interlaken-Montreux (5-6)
41	332.520	332.520	1	8	91	B	presses	help (enabled)
