team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
20	0.311	0.311	1	1	1	R	shows	observe gesture
20	0.359	0.359	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
20	54.427	54.427	1	1	7	R	shows	thinking gesture
20	54.443	54.443	1	1	8	R	says	(Hmm) I see.
20	54.735	54.735	1	1	10	A	presses	help (enabled)
20	71.905	71.905	1	1	15	B	presses	submit (disabled)
20	72.405	72.405	1	1	17	B	presses	submit (disabled)
20	74.044	74.044	1	1	21	A	adds	Zermatt-Montreux (4-6)
20	75.582	75.582	1	1	25	B	presses	help (enabled)
20	77.903	77.903	1	1	27	A	adds	Luzern-Zermatt (1-4)
20	85.675	85.675	1	2	30	A	presses	submit (disabled)
20	90.206	90.206	1	2	34	A	presses	help (enabled)
20	99.426	99.426	1	2	41	R	shows	observe gesture
20	105.907	105.907	1	2	48	B	adds	Interlaken-Montreux (5-6)
20	121.695	121.695	1	2	52	A	presses	help (enabled)
20	145.832	145.832	1	2	65	B	adds	Zermatt-Davos (4-9)
20	153.882	153.882	1	3	68	A	adds	Interlaken-Neuchatel (5-7)
20	160.876	160.876	1	3	70	A	adds	Basel-Neuchatel (0-7)
20	168.706	168.706	1	4	73	B	adds	Basel-Zurich (0-2)
20	171.891	171.891	1	4	77	B	removes	Basel-Zurich (0-2)
20	176.598	176.598	1	5	79	A	adds	Basel-Zurich (0-2)
20	189.596	189.596	1	5	83	A	adds	Zurich-Bern (2-3)
20	195.011	195.011	1	6	85	B	adds	Luzern-Interlaken (1-5)
20	196.600	196.600	1	6	87	B	adds	Luzern-Zurich (1-2)
20	200.582	200.582	1	7	90	A	adds	Luzern-Davos (1-9)
20	207.686	207.686	1	7	93	A	adds	Zurich-Gallen (2-8)
20	207.938	207.938	1	8	94	R	shows	observe gesture
20	219.178	219.178	1	8	96	B	adds	Gallen-Davos (8-9)
20	222.209	222.209	1	8	98	B	adds	Zurich-Davos (2-9)
20	229.151	229.151	1	9	100	B	presses	submit (enabled)
20	234.103	234.103	1	9	103	B	presses	help (enabled)
20	235.704	235.704	1	9	106	B	presses	help (enabled)
20	238.636	238.636	1	9	108	B	presses	help (enabled)
20	260.623	260.623	1	9	115	A	adds	Basel-Bern (0-3)
20	262.699	262.699	1	9	118	A	adds	Neuchatel-Bern (7-3)
20	265.908	265.908	1	10	120	B	adds	Luzern-Bern (1-3)
20	276.416	276.416	1	10	129	B	adds	Montreux-Neuchatel (6-7)
20	280.031	280.031	1	11	131	A	adds	Interlaken-Bern (5-3)
20	283.228	283.228	1	11	133	A	adds	Zermatt-Interlaken (4-5)
20	304.734	304.734	1	12	151	B	presses	submit (enabled)
20	305.493	305.493	1	12	153	A	presses	submit (enabled)
20	305.530	305.530	1	12	154	T	submits	cost=64 (opt_cost=22)
20	305.896	305.896	1	12	155	R	shows	talking emotion
20	305.897	305.897	1	12	156	R	shows	up_left gesture
20	305.993	305.993	1	12	157	R	says	You are not that far from the minimum; the difference is only 42 Francs. I am sure you can do it.
20	315.127	315.127	1	12	158	R	shows	talking emotion
20	315.127	315.127	1	12	159	R	shows	point_front gesture
20	315.173	315.173	1	12	160	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
20	329.504	329.504	2	12	162	B	presses	help (enabled)
20	329.773	329.773	2	12	164	A	presses	compare (enabled)
20	330.314	330.314	2	12	166	B	presses	help (enabled)
20	369.848	369.848	2	12	173	B	adds	Montreux-Neuchatel (6-7)
20	406.824	406.824	2	12	181	B	adds	Neuchatel-Bern (7-3)
20	413.105	413.105	2	13	187	B	presses	help (enabled)
20	413.802	413.802	2	13	189	B	presses	help (enabled)
20	418.014	418.014	2	13	192	B	presses	help (enabled)
20	427.381	427.381	2	13	195	B	presses	compare (enabled)
20	442.179	442.179	2	13	197	A	adds	Basel-Neuchatel (0-7)
20	452.677	452.677	2	13	199	A	adds	Zurich-Bern (2-3)
20	455.983	455.983	2	14	201	B	adds	Basel-Zurich (0-2)
20	459.426	459.426	2	14	202	R	shows	observe gesture
20	480.966	480.966	2	14	204	B	adds	Zurich-Davos (2-9)
20	521.837	521.837	2	15	206	A	adds	Zermatt-Montreux (4-6)
20	548.151	548.151	2	15	208	A	adds	Basel-Bern (0-3)
20	569.395	569.395	2	16	217	B	adds	Gallen-Davos (8-9)
20	579.426	579.426	2	16	219	R	shows	thinking gesture
20	579.469	579.469	2	16	220	R	says	(Hmm) I see.
20	580.111	580.111	2	16	221	B	adds	Zermatt-Interlaken (4-5)
20	604.480	604.480	2	17	223	A	adds	Luzern-Zurich (1-2)
20	615.494	615.494	2	17	225	A	adds	Luzern-Zermatt (1-4)
20	637.798	637.798	2	18	228	B	adds	Interlaken-Neuchatel (5-7)
20	662.301	662.301	2	18	230	B	adds	Zurich-Gallen (2-8)
20	680.344	680.344	2	19	232	A	adds	Zermatt-Davos (4-9)
20	688.601	688.601	2	19	234	B	presses	submit (enabled)
20	689.175	689.175	2	19	236	A	presses	submit (enabled)
20	689.212	689.212	2	19	237	T	submits	cost=46 (opt_cost=22)
20	689.459	689.459	2	19	238	R	shows	talking emotion
20	689.459	689.459	2	19	239	R	shows	up_left gesture
20	689.552	689.552	2	19	240	R	says	You are not that far from the minimum; the difference is only 24 Francs. I am sure you can do it.
20	703.639	703.639	3	19	242	B	presses	compare (enabled)
20	736.998	736.998	3	19	244	A	adds	Basel-Zurich (0-2)
20	746.423	746.423	3	19	246	A	adds	Basel-Bern (0-3)
20	781.049	781.049	3	20	258	B	adds	Basel-Neuchatel (0-7)
20	786.696	786.696	3	20	260	B	adds	Montreux-Neuchatel (6-7)
20	821.484	821.484	3	21	262	A	adds	Zurich-Davos (2-9)
20	838.581	838.581	3	21	264	A	adds	Luzern-Zurich (1-2)
20	842.582	842.582	3	22	267	B	adds	Luzern-Zermatt (1-4)
20	843.338	843.338	3	22	269	B	presses	submit (disabled)
20	844.148	844.148	3	22	271	B	presses	submit (disabled)
20	844.299	844.299	3	22	273	B	presses	submit (disabled)
20	844.465	844.465	3	22	275	B	presses	submit (disabled)
20	844.648	844.648	3	22	277	B	presses	submit (disabled)
20	844.832	844.832	3	22	279	B	presses	submit (disabled)
20	844.998	844.998	3	22	281	B	presses	submit (disabled)
20	845.170	845.170	3	22	283	B	presses	submit (disabled)
20	845.348	845.348	3	22	285	B	presses	submit (disabled)
20	845.515	845.515	3	22	287	B	presses	submit (disabled)
20	863.705	863.705	3	22	289	A	presses	help (enabled)
20	892.816	892.816	3	22	292	B	adds	Gallen-Davos (8-9)
20	896.836	896.836	3	23	295	B	presses	apply (enabled)
20	896.846	896.846	3	23	296	B	loads	[(0, 2), (0, 3), (0, 7), (1, 2), (1, 4), (2, 3), (2, 8), (2, 9), (4, 5), (4, 6), (4, 9), (5, 7), (6, 7), (7, 3), (8, 9)]
20	897.213	897.213	3	23	298	B	presses	apply (enabled)
20	897.470	897.470	3	23	300	B	presses	apply (enabled)
20	897.800	897.800	3	23	302	B	presses	apply (enabled)
20	898.166	898.166	3	23	304	B	presses	apply (enabled)
20	903.039	903.039	3	23	306	B	presses	apply (enabled)
20	903.049	903.049	3	23	307	B	loads	[(0, 2), (0, 3), (0, 7), (1, 2), (1, 4), (2, 3), (2, 8), (2, 9), (4, 5), (4, 6), (4, 9), (5, 7), (6, 7), (7, 3), (8, 9)]
20	903.479	903.479	3	23	309	B	presses	apply (enabled)
20	904.141	904.141	3	23	311	B	presses	apply (enabled)
20	904.688	904.688	3	23	313	B	presses	apply (enabled)
20	904.698	904.698	3	23	314	B	loads	[(0, 2), (0, 3), (0, 7), (1, 2), (1, 4), (2, 3), (2, 8), (2, 9), (4, 5), (4, 6), (4, 9), (5, 7), (6, 7), (7, 3), (8, 9)]
20	905.273	905.273	3	23	316	B	presses	apply (enabled)
20	914.878	914.878	3	23	318	B	presses	previous (enabled)
20	921.939	921.939	3	23	321	B	presses	compare (enabled)
20	921.948	921.948	3	23	322	B	presses	next (enabled)
20	922.683	922.683	3	23	324	B	presses	apply (enabled)
20	922.693	922.693	3	23	325	B	loads	[(0, 2), (0, 3), (0, 7), (1, 2), (1, 4), (2, 3), (2, 8), (2, 9), (4, 5), (4, 6), (4, 9), (5, 7), (6, 7), (7, 3), (8, 9)]
20	923.151	923.151	3	23	327	B	presses	apply (enabled)
20	923.316	923.316	3	23	329	B	presses	apply (enabled)
20	923.649	923.649	3	23	331	B	presses	apply (enabled)
20	926.171	926.171	3	23	333	B	presses	submit (enabled)
20	927.345	927.345	3	23	335	A	presses	submit (enabled)
20	927.461	927.461	3	23	336	T	submits	cost=46 (opt_cost=22)
20	928.704	928.704	3	23	337	R	shows	talking emotion
20	928.704	928.704	3	23	338	R	shows	up_left gesture
