team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
19	0.346	0.346	1	1	1	R	shows	observe gesture
19	0.422	0.422	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
19	34.208	34.208	1	1	4	B	presses	help (enabled)
19	36.967	36.967	1	1	6	B	presses	help (enabled)
19	48.240	48.240	1	1	11	A	adds	Basel-Bern (0-3)
19	53.536	53.536	1	1	12	R	shows	thinking gesture
19	53.556	53.556	1	1	13	R	says	(Hmm) I see.
19	58.619	58.619	1	1	15	A	removes	Basel-Bern (0-3)
19	98.536	98.536	1	2	36	R	shows	observe gesture
19	101.504	101.504	1	2	39	B	adds	Zermatt-Davos (4-9)
19	107.033	107.033	1	2	44	A	presses	help (enabled)
19	108.035	108.035	1	2	46	B	presses	help (enabled)
19	112.067	112.067	1	2	48	B	presses	help (enabled)
19	120.251	120.251	1	2	53	A	presses	help (enabled)
19	158.535	158.535	1	2	74	R	shows	thinking gesture
19	158.569	158.569	1	2	75	R	says	(Hmm) I see.
19	159.781	159.781	1	2	77	A	presses	help (enabled)
19	160.164	160.164	1	2	78	B	adds	Zermatt-Montreux (4-6)
19	172.158	172.158	1	3	85	A	adds	Montreux-Neuchatel (6-7)
19	176.146	176.146	1	3	87	A	adds	Basel-Neuchatel (0-7)
19	193.536	193.536	1	4	90	B	adds	Gallen-Davos (8-9)
19	209.481	209.481	1	4	99	A	presses	help (enabled)
19	236.189	236.189	1	4	105	B	adds	Zurich-Gallen (2-8)
19	255.381	255.381	1	5	107	A	adds	Basel-Zurich (0-2)
19	289.727	289.727	1	5	114	A	adds	Luzern-Zurich (1-2)
19	297.449	297.449	1	6	116	B	removes	Basel-Zurich (0-2)
19	312.316	312.316	1	6	124	B	adds	Luzern-Bern (1-3)
19	324.742	324.742	1	7	127	A	adds	Interlaken-Bern (5-3)
19	325.045	325.045	1	7	128	R	shows	observe gesture
19	337.875	337.875	1	7	130	A	adds	Basel-Bern (0-3)
19	373.607	373.607	1	8	141	B	adds	Luzern-Zermatt (1-4)
19	395.042	395.042	1	8	166	A	presses	submit (enabled)
19	395.270	395.270	1	8	167	T	submits	cost=31 (opt_cost=22)
19	395.512	395.512	1	8	168	R	shows	talking emotion
19	395.514	395.514	1	8	169	R	shows	up_left gesture
19	395.538	395.538	1	8	171	B	presses	submit (enabled)
19	395.574	395.574	1	8	172	R	says	You are not that far from the minimum; the difference is only 9 Francs. I am sure you can do it.
19	404.428	404.428	1	8	173	R	shows	talking emotion
19	404.428	404.428	1	8	174	R	shows	point_front gesture
19	404.486	404.486	1	8	175	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
19	418.048	418.048	2	8	178	A	presses	compare (enabled)
19	421.217	421.217	2	8	180	B	presses	help (enabled)
19	424.538	424.538	2	8	182	B	presses	help (enabled)
19	426.892	426.892	2	8	184	A	presses	apply (enabled)
19	426.902	426.902	2	8	185	A	loads	[(0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (2, 8), (4, 6), (4, 9), (5, 3), (6, 7), (8, 9)]
19	428.582	428.582	2	8	187	A	presses	apply (enabled)
19	428.592	428.592	2	8	188	A	loads	[(0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (2, 8), (4, 6), (4, 9), (5, 3), (6, 7), (8, 9)]
19	430.126	430.126	2	8	190	A	presses	apply (enabled)
19	431.764	431.764	2	8	192	A	presses	apply (enabled)
19	431.774	431.774	2	8	193	A	loads	[(0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (2, 8), (4, 6), (4, 9), (5, 3), (6, 7), (8, 9)]
19	432.515	432.515	2	8	195	A	presses	compare (enabled)
19	487.331	487.331	2	8	214	B	removes	Interlaken-Bern (5-3)
19	505.680	505.680	2	8	219	B	adds	Interlaken-Montreux (5-6)
19	518.965	518.965	2	9	221	A	removes	Luzern-Bern (1-3)
19	526.145	526.145	2	9	223	A	adds	Luzern-Bern (1-3)
19	553.580	553.580	2	10	225	B	adds	Zurich-Bern (2-3)
19	558.336	558.336	2	10	227	B	removes	Basel-Bern (0-3)
19	600.928	600.928	2	11	231	A	removes	Zurich-Bern (2-3)
19	620.613	620.613	2	11	234	A	removes	Luzern-Zurich (1-2)
19	625.486	625.486	2	12	236	B	adds	Zurich-Bern (2-3)
19	657.451	657.451	2	12	238	B	removes	Interlaken-Montreux (5-6)
19	660.045	660.045	2	13	241	A	adds	Interlaken-Neuchatel (5-7)
19	676.693	676.693	2	13	243	A	adds	Interlaken-Montreux (5-6)
19	681.088	681.088	2	14	248	A	presses	help (enabled)
19	686.020	686.020	2	14	251	A	presses	compare (enabled)
19	698.678	698.678	2	14	256	B	removes	Interlaken-Montreux (5-6)
19	737.299	737.299	2	14	258	A	presses	compare (enabled)
19	748.210	748.210	2	14	260	A	presses	compare (enabled)
19	748.477	748.477	2	14	262	A	presses	compare (enabled)
19	751.837	751.837	2	14	264	A	presses	submit (enabled)
19	754.618	754.618	2	14	265	T	submits	cost=28 (opt_cost=22)
19	755.048	755.048	2	14	266	R	shows	talking emotion
19	755.050	755.050	2	14	267	R	shows	up_left gesture
19	755.107	755.107	2	14	268	R	says	You are away from the minimum by 6 Francs. Let's Try again.
19	755.130	755.130	2	14	270	B	presses	submit (enabled)
19	763.455	763.455	3	14	272	A	presses	compare (enabled)
19	764.997	764.997	3	14	274	A	presses	compare (enabled)
19	771.459	771.459	3	14	277	A	presses	help (enabled)
19	813.410	813.410	3	14	291	B	adds	Zermatt-Davos (4-9)
19	822.410	822.410	3	14	293	B	adds	Luzern-Zermatt (1-4)
19	834.861	834.861	3	15	295	A	adds	Luzern-Zurich (1-2)
19	841.747	841.747	3	15	297	A	removes	Luzern-Zurich (1-2)
19	854.862	854.862	3	16	300	B	adds	Luzern-Zurich (1-2)
19	867.622	867.622	3	16	302	B	adds	Zurich-Gallen (2-8)
19	877.518	877.518	3	17	304	A	adds	Basel-Zurich (0-2)
19	885.741	885.741	3	17	306	A	removes	Basel-Zurich (0-2)
19	890.761	890.761	3	18	308	B	adds	Zurich-Bern (2-3)
19	901.277	901.277	3	18	311	B	adds	Basel-Bern (0-3)
19	907.609	907.609	3	19	313	A	adds	Basel-Neuchatel (0-7)
19	912.840	912.840	3	19	315	A	adds	Montreux-Neuchatel (6-7)
