team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
12	0.064	0.064	1	1	1	R	shows	observe gesture
12	0.244	0.244	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
12	53.542	53.542	1	1	8	R	shows	thinking gesture
12	53.557	53.557	1	1	9	R	says	(Hmm) I see.
12	60.621	60.621	1	1	12	A	adds	Basel-Zurich (0-2)
12	94.364	94.364	1	1	14	A	adds	Basel-Bern (0-3)
12	98.553	98.553	1	2	15	R	shows	observe gesture
12	105.783	105.783	1	2	18	B	adds	Neuchatel-Bern (7-3)
12	112.525	112.525	1	2	20	B	adds	Interlaken-Neuchatel (5-7)
12	127.748	127.748	1	3	23	A	adds	Interlaken-Montreux (5-6)
12	133.248	133.248	1	3	25	A	adds	Zermatt-Montreux (4-6)
12	138.681	138.681	1	4	27	B	adds	Luzern-Zermatt (1-4)
12	141.310	141.310	1	4	29	B	adds	Luzern-Davos (1-9)
12	145.970	145.970	1	5	31	A	adds	Gallen-Davos (8-9)
12	147.312	147.312	1	5	32	R	shows	observe gesture
12	158.252	158.252	1	5	35	A	adds	Zurich-Gallen (2-8)
12	158.562	158.562	1	6	36	R	shows	thinking gesture
12	158.576	158.576	1	6	37	R	says	(Hmm) I see.
12	162.681	162.681	1	6	39	A	presses	submit (enabled)
12	163.297	163.297	1	6	40	T	submits	cost=33 (opt_cost=22)
12	164.293	164.293	1	6	42	B	presses	submit (enabled)
12	164.548	164.548	1	6	43	R	shows	talking emotion
12	164.549	164.549	1	6	44	R	shows	up_left gesture
12	164.685	164.685	1	6	45	R	says	You are not that far from the minimum; the difference is only 11 Francs. I am sure you can do it.
12	173.638	173.638	1	6	47	R	shows	talking emotion
12	173.638	173.638	1	6	48	R	shows	point_front gesture
12	173.688	173.688	1	6	49	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
12	183.729	183.729	2	6	53	A	presses	help (enabled)
12	185.837	185.837	2	6	55	B	presses	help (enabled)
12	190.224	190.224	2	6	57	A	presses	compare (enabled)
12	198.689	198.689	2	6	61	A	presses	compare (enabled)
12	226.095	226.095	2	6	66	A	presses	compare (enabled)
12	240.207	240.207	2	6	68	B	adds	Luzern-Interlaken (1-5)
12	242.035	242.035	2	6	72	B	adds	Luzern-Zurich (1-2)
12	246.824	246.824	2	7	75	B	presses	compare (enabled)
12	264.640	264.640	2	7	77	A	adds	Zurich-Gallen (2-8)
12	270.853	270.853	2	7	79	A	adds	Gallen-Davos (8-9)
12	278.618	278.618	2	8	80	R	shows	observe gesture
12	304.374	304.374	2	8	84	B	adds	Luzern-Davos (1-9)
12	306.133	306.133	2	8	87	B	adds	Luzern-Bern (1-3)
12	330.861	330.861	2	9	90	A	adds	Basel-Bern (0-3)
12	350.374	350.374	2	9	92	A	adds	Basel-Neuchatel (0-7)
12	366.102	366.102	2	10	94	B	adds	Montreux-Neuchatel (6-7)
12	368.228	368.228	2	10	96	B	adds	Zermatt-Montreux (4-6)
12	375.125	375.125	2	11	98	A	adds	Zermatt-Interlaken (4-5)
12	377.821	377.821	2	11	100	A	adds	Interlaken-Bern (5-3)
12	382.943	382.943	2	12	102	B	adds	Zurich-Bern (2-3)
12	384.217	384.217	2	12	104	A	presses	submit (enabled)
12	384.296	384.296	2	12	105	T	submits	cost=37 (opt_cost=22)
12	384.906	384.906	2	12	107	B	presses	submit (enabled)
12	385.678	385.678	2	12	108	R	shows	talking emotion
12	385.680	385.680	2	12	109	R	shows	up_left gesture
12	385.765	385.765	2	12	110	R	says	You are not that far from the minimum; the difference is only 15 Francs. I am sure you can do it.
12	392.689	392.689	2	12	112	A	presses	submit (enabled)
12	393.249	393.249	2	12	114	A	presses	submit (enabled)
12	393.659	393.659	2	12	116	A	presses	submit (enabled)
12	394.694	394.694	3	12	118	A	presses	submit (disabled)
12	394.746	394.746	3	12	120	A	presses	submit (disabled)
12	394.764	394.764	3	12	122	A	presses	submit (disabled)
12	397.269	397.269	3	12	126	A	presses	previous (enabled)
12	401.898	401.898	3	12	130	A	presses	compare (enabled)
12	446.057	446.057	3	12	134	B	adds	Basel-Zurich (0-2)
12	453.485	453.485	3	12	136	B	removes	Basel-Zurich (0-2)
12	482.053	482.053	3	13	139	A	adds	Zurich-Bern (2-3)
12	485.235	485.235	3	13	142	B	presses	previous (enabled)
12	490.867	490.867	3	13	143	A	adds	Basel-Bern (0-3)
12	522.577	522.577	3	14	146	B	adds	Basel-Neuchatel (0-7)
12	534.112	534.112	3	14	157	A	presses	compare (enabled)
12	544.120	544.120	3	14	159	B	adds	Neuchatel-Bern (7-3)
12	550.068	550.068	3	15	161	A	removes	Neuchatel-Bern (7-3)
12	561.903	561.903	3	15	164	B	presses	compare (enabled)
