team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
10	0.204	0.204	1	1	1	R	shows	observe gesture
10	0.334	0.334	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
10	53.525	53.525	1	1	11	R	shows	thinking gesture
10	53.544	53.544	1	1	12	R	says	(Hmm) I see.
10	56.192	56.192	1	1	13	A	adds	Zermatt-Davos (4-9)
10	98.560	98.560	1	1	19	R	shows	observe gesture
10	114.617	114.617	1	1	32	A	presses	help (enabled)
10	115.288	115.288	1	1	34	B	presses	help (enabled)
10	149.748	149.748	1	1	42	A	presses	help (enabled)
10	151.122	151.122	1	1	44	B	presses	help (enabled)
10	158.567	158.567	1	1	45	R	shows	thinking gesture
10	158.570	158.570	1	1	46	R	says	(Hmm) I see.
10	195.939	195.939	1	1	49	A	presses	help (enabled)
10	198.797	198.797	1	1	51	A	presses	help (enabled)
10	212.996	212.996	1	1	59	A	presses	help (enabled)
10	215.355	215.355	1	1	61	B	presses	help (enabled)
10	220.755	220.755	1	1	63	B	presses	help (enabled)
10	233.255	233.255	1	1	71	B	presses	help (enabled)
10	236.388	236.388	1	1	73	B	presses	help (enabled)
10	240.402	240.402	1	1	75	A	adds	Zermatt-Interlaken (4-5)
10	248.222	248.222	1	2	77	B	presses	help (enabled)
10	248.772	248.772	1	2	79	B	presses	help (enabled)
10	256.236	256.236	1	2	82	A	presses	help (enabled)
10	261.738	261.738	1	2	84	B	presses	help (enabled)
10	278.523	278.523	1	2	86	R	shows	observe gesture
10	300.155	300.155	1	2	93	B	presses	help (enabled)
10	302.722	302.722	1	2	95	B	presses	help (enabled)
10	316.055	316.055	1	2	98	B	adds	Luzern-Zermatt (1-4)
10	334.228	334.228	1	2	101	B	adds	Luzern-Zurich (1-2)
10	340.922	340.922	1	3	105	B	presses	submit (disabled)
10	343.811	343.811	1	3	106	A	adds	Zurich-Bern (2-3)
10	349.212	349.212	1	3	108	A	adds	Basel-Bern (0-3)
10	355.488	355.488	1	4	110	B	adds	Basel-Neuchatel (0-7)
10	360.822	360.822	1	4	112	B	adds	Neuchatel-Bern (7-3)
