team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
36	0.302	0.302	1	1	1	R	shows	observe gesture
36	0.394	0.394	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
36	36.276	36.276	1	1	4	B	presses	help (enabled)
36	47.680	47.680	1	1	8	A	adds	Zermatt-Davos (4-9)
36	53.826	53.826	1	1	11	R	shows	thinking gesture
36	53.839	53.839	1	1	12	R	says	(Hmm) I see.
36	58.428	58.428	1	1	14	A	adds	Luzern-Zermatt (1-4)
36	65.495	65.495	1	2	18	A	presses	help (enabled)
36	66.345	66.345	1	2	19	B	adds	Luzern-Davos (1-9)
36	74.430	74.430	1	2	22	B	removes	Zermatt-Davos (4-9)
36	79.448	79.448	1	3	24	A	presses	help (enabled)
36	80.442	80.442	1	3	26	B	presses	help (enabled)
36	122.794	122.794	1	3	30	A	removes	Luzern-Davos (1-9)
36	144.827	144.827	1	3	36	A	adds	Zermatt-Davos (4-9)
36	152.278	152.278	1	4	41	B	removes	Zermatt-Davos (4-9)
36	157.087	157.087	1	4	46	A	presses	submit (disabled)
36	157.968	157.968	1	4	49	A	presses	help (enabled)
36	158.826	158.826	1	4	50	R	shows	thinking gesture
36	158.871	158.871	1	4	51	R	says	(Hmm) I see.
36	166.025	166.025	1	4	56	B	adds	Zermatt-Interlaken (4-5)
36	166.378	166.378	1	5	58	A	presses	submit (disabled)
36	184.307	184.307	1	5	65	A	adds	Luzern-Davos (1-9)
36	189.748	189.748	1	5	67	A	adds	Gallen-Davos (8-9)
36	196.868	196.868	1	6	69	A	presses	submit (disabled)
36	197.278	197.278	1	6	71	A	presses	submit (disabled)
36	197.904	197.904	1	6	74	A	presses	submit (disabled)
36	198.928	198.928	1	6	77	B	adds	Interlaken-Bern (5-3)
36	200.246	200.246	1	6	79	B	adds	Basel-Bern (0-3)
36	208.852	208.852	1	7	81	A	adds	Basel-Neuchatel (0-7)
36	212.649	212.649	1	7	83	A	adds	Montreux-Neuchatel (6-7)
36	218.113	218.113	1	8	86	A	presses	submit (disabled)
36	220.784	220.784	1	8	87	B	adds	Zermatt-Montreux (4-6)
36	232.291	232.291	1	8	93	B	adds	Zurich-Bern (2-3)
36	232.611	232.611	1	9	94	R	shows	observe gesture
36	241.219	241.219	1	9	96	A	removes	Zermatt-Interlaken (4-5)
36	249.622	249.622	1	9	98	A	removes	Interlaken-Bern (5-3)
36	268.097	268.097	1	10	108	A	presses	help (enabled)
36	278.826	278.826	1	10	120	R	shows	observe gesture
36	282.295	282.295	1	10	133	B	adds	Interlaken-Montreux (5-6)
36	283.619	283.619	1	10	137	A	presses	submit (enabled)
36	312.463	312.463	1	10	147	B	adds	Zurich-Gallen (2-8)
36	326.082	326.082	1	11	153	A	adds	Interlaken-Bern (5-3)
36	326.827	326.827	1	11	155	B	presses	submit (enabled)
36	327.901	327.901	1	11	156	T	submits	cost=33 (opt_cost=22)
36	327.963	327.963	1	11	158	A	presses	submit (enabled)
36	328.202	328.202	1	11	159	R	shows	talking emotion
36	328.204	328.204	1	11	160	R	shows	up_left gesture
36	328.289	328.289	1	11	161	R	says	You are not that far from the minimum; the difference is only 11 Francs. I am sure you can do it.
36	337.247	337.247	1	11	162	R	shows	talking emotion
36	337.247	337.247	1	11	163	R	shows	point_front gesture
36	337.314	337.314	1	11	164	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
36	349.078	349.078	2	11	166	B	presses	compare (enabled)
36	352.590	352.590	2	11	169	A	presses	help (enabled)
36	352.951	352.951	2	11	171	B	presses	apply (enabled)
36	352.961	352.961	2	11	172	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	353.927	353.927	2	11	174	B	presses	apply (enabled)
36	354.294	354.294	2	11	176	B	presses	apply (enabled)
36	354.304	354.304	2	11	177	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	354.594	354.594	2	11	179	B	presses	apply (enabled)
36	354.944	354.944	2	11	181	B	presses	apply (enabled)
36	356.438	356.438	2	11	183	A	presses	help (enabled)
36	357.144	357.144	2	11	185	B	presses	apply (enabled)
36	357.154	357.154	2	11	186	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	358.916	358.916	2	11	188	B	presses	apply (enabled)
36	358.926	358.926	2	11	189	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	364.344	364.344	2	11	192	B	presses	compare (enabled)
36	386.266	386.266	2	11	194	A	removes	Gallen-Davos (8-9)
36	389.465	389.465	2	11	196	A	removes	Interlaken-Bern (5-3)
36	392.136	392.136	2	12	199	A	presses	compare (enabled)
36	397.497	397.497	2	12	202	A	presses	apply (enabled)
