team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
14	0.188	0.188	1	1	1	R	shows	observe gesture
14	0.279	0.279	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
14	44.756	44.756	1	1	5	A	adds	Basel-Zurich (0-2)
14	48.506	48.506	1	1	8	A	adds	Zurich-Gallen (2-8)
14	53.944	53.944	1	2	9	R	shows	thinking gesture
14	54.069	54.069	1	2	10	R	says	(Hmm) I see.
14	61.774	61.774	1	2	16	B	adds	Basel-Neuchatel (0-7)
14	69.424	69.424	1	2	21	B	adds	Interlaken-Neuchatel (5-7)
14	73.725	73.725	1	3	23	A	adds	Interlaken-Bern (5-3)
14	80.206	80.206	1	3	29	A	adds	Luzern-Bern (1-3)
14	86.810	86.810	1	4	34	B	adds	Interlaken-Montreux (5-6)
14	93.144	93.144	1	4	36	B	adds	Zermatt-Montreux (4-6)
14	95.132	95.132	1	5	38	A	adds	Luzern-Zermatt (1-4)
14	98.636	98.636	1	5	40	A	adds	Luzern-Davos (1-9)
14	98.923	98.923	1	6	41	R	shows	observe gesture
14	98.943	98.943	1	6	42	R	shows	observe gesture
14	111.744	111.744	1	6	46	A	presses	help (enabled)
14	116.102	116.102	1	6	47	B	adds	Zermatt-Davos (4-9)
14	122.644	122.644	1	6	49	B	adds	Zurich-Bern (2-3)
14	133.761	133.761	1	7	51	A	adds	Montreux-Neuchatel (6-7)
14	177.115	177.115	1	7	58	A	presses	submit (enabled)
14	177.408	177.408	1	7	59	T	submits	cost=42 (opt_cost=22)
14	178.018	178.018	1	7	60	R	shows	talking emotion
14	178.019	178.019	1	7	61	R	shows	up_left gesture
14	178.148	178.148	1	7	62	R	says	You are away from the minimum by 20 Francs. Let's Try again.
14	179.603	179.603	1	7	64	B	presses	submit (enabled)
14	184.241	184.241	1	7	65	R	shows	talking emotion
14	184.245	184.245	1	7	66	R	shows	point_front gesture
14	184.349	184.349	1	7	67	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
14	215.322	215.322	2	7	69	A	adds	Basel-Bern (0-3)
14	242.529	242.529	2	7	76	A	adds	Interlaken-Bern (5-3)
14	254.439	254.439	2	8	79	B	adds	Luzern-Bern (1-3)
14	258.503	258.503	2	8	81	B	adds	Zurich-Bern (2-3)
14	266.902	266.902	2	9	83	A	adds	Interlaken-Montreux (5-6)
14	292.041	292.041	2	9	85	A	adds	Luzern-Zermatt (1-4)
14	315.360	315.360	2	10	88	A	presses	compare (enabled)
14	320.132	320.132	2	10	91	B	adds	Luzern-Davos (1-9)
14	325.762	325.762	2	10	93	A	presses	compare (enabled)
14	340.687	340.687	2	10	96	A	presses	compare (enabled)
14	341.747	341.747	2	10	98	A	presses	apply (enabled)
14	341.757	341.757	2	10	99	A	loads	[(0, 2), (0, 3), (0, 7), (1, 3), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (4, 9), (5, 3), (5, 6), (5, 7), (6, 7)]
14	342.868	342.868	2	10	101	A	presses	apply (enabled)
14	352.188	352.188	2	10	106	B	adds	Luzern-Zurich (1-2)
14	356.861	356.861	2	11	109	A	presses	submit (enabled)
14	361.683	361.683	2	11	111	B	adds	Zermatt-Interlaken (4-5)
14	371.330	371.330	2	11	113	A	presses	submit (enabled)
14	385.841	385.841	2	12	117	A	removes	Montreux-Neuchatel (6-7)
14	391.049	391.049	2	12	123	A	removes	Zermatt-Montreux (4-6)
14	400.066	400.066	2	13	126	B	adds	Basel-Bern (0-3)
14	403.969	403.969	2	13	128	B	removes	Basel-Bern (0-3)
14	411.363	411.363	2	14	131	A	presses	submit (enabled)
14	412.811	412.811	2	14	133	A	presses	submit (selected)
14	422.918	422.918	2	14	136	A	removes	Luzern-Davos (1-9)
14	437.832	437.832	2	14	141	A	removes	Luzern-Bern (1-3)
14	444.287	444.287	2	15	143	B	removes	Basel-Zurich (0-2)
14	452.978	452.978	2	15	146	B	removes	Luzern-Zurich (1-2)
14	462.234	462.234	2	16	148	A	presses	submit (enabled)
14	468.997	468.997	2	16	149	T	submits	cost=29 (opt_cost=22)
14	469.413	469.413	2	16	150	R	shows	talking emotion
14	469.413	469.413	2	16	151	R	shows	up_left gesture
14	469.474	469.474	2	16	152	R	says	You are away from the minimum by 7 Francs. Let's Try again.
14	471.167	471.167	2	16	154	B	presses	submit (enabled)
14	481.262	481.262	3	16	156	B	presses	compare (enabled)
14	484.283	484.283	3	16	158	B	presses	previous (enabled)
14	485.605	485.605	3	16	160	B	presses	compare (enabled)
14	485.634	485.634	3	16	161	B	presses	next (enabled)
14	487.097	487.097	3	16	167	B	presses	previous (enabled)
14	488.709	488.709	3	16	169	B	presses	compare (enabled)
14	488.740	488.740	3	16	170	B	presses	next (enabled)
14	492.086	492.086	3	16	172	A	adds	Interlaken-Montreux (5-6)
14	533.130	533.130	3	16	176	A	adds	Zermatt-Montreux (4-6)
14	547.196	547.196	3	17	178	B	adds	Zermatt-Davos (4-9)
14	557.780	557.780	3	17	180	A	presses	compare (enabled)
14	560.530	560.530	3	17	183	A	presses	compare (enabled)
