team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
26	0.255	0.255	1	1	1	R	shows	observe gesture
26	0.331	0.331	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
26	53.202	53.202	1	1	8	R	shows	thinking gesture
26	53.238	53.238	1	1	9	R	says	(Hmm) I see.
26	76.426	76.426	1	1	17	B	presses	help (enabled)
26	77.809	77.809	1	1	19	A	presses	help (enabled)
26	83.658	83.658	1	1	24	B	presses	help (enabled)
26	98.202	98.202	1	1	25	R	shows	observe gesture
26	106.690	106.690	1	1	28	A	presses	help (enabled)
26	121.681	121.681	1	1	34	A	adds	Montreux-Neuchatel (6-7)
26	123.791	123.791	1	1	37	B	presses	help (enabled)
26	132.292	132.292	1	1	40	A	presses	help (enabled)
26	148.894	148.894	1	1	48	B	presses	help (enabled)
26	155.572	155.572	1	1	53	A	removes	Montreux-Neuchatel (6-7)
26	158.201	158.201	1	2	54	R	shows	thinking gesture
26	158.217	158.217	1	2	55	R	says	(Hmm) I see.
26	165.218	165.218	1	2	65	A	presses	help (enabled)
26	165.979	165.979	1	2	67	A	presses	help (enabled)
26	166.483	166.483	1	2	69	A	presses	help (enabled)
26	166.795	166.795	1	2	71	A	presses	help (enabled)
26	170.387	170.387	1	2	79	A	presses	submit (disabled)
26	176.161	176.161	1	2	81	B	adds	Gallen-Davos (8-9)
26	184.573	184.573	1	2	86	B	adds	Zurich-Gallen (2-8)
26	193.397	193.397	1	3	101	B	presses	help (enabled)
26	196.923	196.923	1	3	109	B	presses	help (enabled)
26	229.921	229.921	1	3	126	A	adds	Zurich-Bern (2-3)
26	242.082	242.082	1	3	133	A	adds	Basel-Bern (0-3)
26	260.649	260.649	1	4	135	B	adds	Zermatt-Davos (4-9)
26	266.117	266.117	1	5	138	A	adds	Luzern-Interlaken (1-5)
26	266.796	266.796	1	5	139	B	adds	Luzern-Zermatt (1-4)
26	270.064	270.064	1	6	141	A	adds	Interlaken-Montreux (5-6)
26	275.028	275.028	1	6	142	R	shows	observe gesture
26	280.063	280.063	1	7	144	B	adds	Montreux-Neuchatel (6-7)
26	320.662	320.662	1	7	148	B	presses	submit (enabled)
26	323.464	323.464	1	7	152	B	presses	submit (enabled)
26	348.851	348.851	1	7	159	A	presses	submit (enabled)
26	348.941	348.941	1	7	160	T	submits	cost=27 (opt_cost=22)
26	349.164	349.164	1	7	161	R	shows	talking emotion
26	349.166	349.166	1	7	162	R	shows	up_left gesture
26	349.229	349.229	1	7	163	R	says	You are away from the minimum by 5 Francs. Let's Try again.
26	351.910	351.910	1	7	165	B	presses	submit (enabled)
26	355.517	355.517	1	7	166	R	shows	point_front gesture
26	355.517	355.517	1	7	167	R	shows	talking emotion
26	355.615	355.615	1	7	168	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
26	367.628	367.628	2	7	170	A	presses	compare (enabled)
26	396.260	396.260	2	7	173	B	adds	Gallen-Davos (8-9)
26	399.038	399.038	2	7	176	B	removes	Gallen-Davos (8-9)
26	401.316	401.316	2	8	178	A	adds	Montreux-Neuchatel (6-7)
26	408.481	408.481	2	8	181	A	adds	Interlaken-Neuchatel (5-7)
26	431.442	431.442	2	9	184	B	adds	Zermatt-Interlaken (4-5)
26	436.417	436.417	2	9	187	A	presses	compare (enabled)
26	448.602	448.602	2	9	190	B	adds	Luzern-Zermatt (1-4)
26	457.251	457.251	2	10	192	A	adds	Luzern-Bern (1-3)
26	457.808	457.808	2	10	194	B	presses	compare (enabled)
26	460.608	460.608	2	10	196	A	removes	Luzern-Bern (1-3)
26	474.492	474.492	2	11	198	B	adds	Luzern-Bern (1-3)
26	475.312	475.312	2	11	200	B	adds	Basel-Bern (0-3)
26	480.841	480.841	2	12	202	A	adds	Basel-Neuchatel (0-7)
26	488.007	488.007	2	12	205	B	presses	apply (enabled)
26	488.017	488.017	2	12	206	B	loads	[(0, 3), (0, 7), (1, 3), (1, 4), (1, 5), (2, 3), (2, 8), (4, 5), (4, 9), (5, 6), (5, 7), (6, 7), (8, 9)]
26	489.176	489.176	2	12	208	B	presses	apply (enabled)
26	492.326	492.326	2	12	212	B	presses	apply (enabled)
26	492.336	492.336	2	12	213	B	loads	[(0, 3), (1, 4), (1, 5), (2, 3), (2, 8), (4, 9), (5, 6), (6, 7), (8, 9)]
26	492.411	492.411	2	12	214	A	adds	Basel-Neuchatel (0-7)
26	492.760	492.760	2	13	216	B	presses	apply (enabled)
26	496.781	496.781	2	13	219	A	adds	Zermatt-Montreux (4-6)
26	521.493	521.493	2	14	222	B	removes	Gallen-Davos (8-9)
26	523.492	523.492	2	14	225	A	adds	Neuchatel-Bern (7-3)
26	523.622	523.622	2	15	226	B	adds	Gallen-Davos (8-9)
26	524.701	524.701	2	16	228	A	adds	Interlaken-Bern (5-3)
26	526.840	526.840	2	16	230	B	presses	compare (enabled)
26	528.096	528.096	2	16	232	B	presses	apply (enabled)
26	528.106	528.106	2	16	233	B	loads	[(0, 3), (0, 7), (1, 4), (1, 5), (2, 3), (2, 8), (4, 6), (4, 9), (5, 6), (6, 7), (8, 9)]
26	528.908	528.908	2	16	235	B	presses	apply (enabled)
26	530.042	530.042	2	16	237	B	presses	apply (enabled)
26	539.674	539.674	2	16	239	B	removes	Neuchatel-Bern (7-3)
26	546.851	546.851	2	17	243	B	removes	Zurich-Bern (2-3)
26	553.262	553.262	2	18	252	A	adds	Luzern-Zurich (1-2)
26	555.468	555.468	2	18	254	A	removes	Luzern-Zurich (1-2)
26	578.202	578.202	2	19	255	R	shows	thinking gesture
26	578.227	578.227	2	19	256	R	says	(Hmm) I see.
26	583.760	583.760	2	19	258	B	removes	Zurich-Gallen (2-8)
26	584.752	584.752	2	20	261	A	adds	Zurich-Bern (2-3)
26	585.453	585.453	2	20	263	A	adds	Luzern-Bern (1-3)
26	585.936	585.936	2	21	264	B	adds	Basel-Zurich (0-2)
26	599.057	599.057	2	21	266	B	removes	Luzern-Interlaken (1-5)
26	605.427	605.427	2	22	268	A	removes	Zurich-Bern (2-3)
26	607.016	607.016	2	23	272	B	removes	Basel-Zurich (0-2)
26	611.274	611.274	2	23	277	A	removes	Basel-Bern (0-3)
26	628.494	628.494	2	24	280	B	adds	Zurich-Bern (2-3)
26	633.211	633.211	2	24	285	B	adds	Basel-Bern (0-3)
26	637.267	637.267	2	25	289	A	removes	Basel-Bern (0-3)
26	640.326	640.326	2	25	292	A	adds	Luzern-Davos (1-9)
26	663.574	663.574	2	26	294	B	removes	Zermatt-Davos (4-9)
26	665.910	665.910	2	27	297	A	adds	Zermatt-Interlaken (4-5)
26	667.265	667.265	2	27	299	B	adds	Basel-Bern (0-3)
26	668.175	668.175	2	28	301	A	removes	Zermatt-Interlaken (4-5)
26	854.342	854.342	2	29	313	B	removes	Basel-Bern (0-3)
26	869.879	869.879	2	29	320	B	adds	Basel-Neuchatel (0-7)
26	872.700	872.700	2	30	323	B	presses	apply (enabled)
26	872.710	872.710	2	30	324	B	loads	[(0, 3), (0, 7), (1, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 8), (4, 9), (5, 3), (5, 6), (6, 7), (8, 9)]
26	873.168	873.168	2	30	326	B	presses	apply (enabled)
26	873.943	873.943	2	30	328	B	presses	apply (enabled)
26	874.336	874.336	2	30	330	B	presses	apply (enabled)
26	874.346	874.346	2	30	331	B	loads	[(0, 3), (1, 4), (1, 5), (2, 3), (2, 8), (4, 9), (5, 6), (6, 7), (8, 9)]
26	874.659	874.659	2	30	333	B	presses	apply (enabled)
26	874.682	874.682	2	30	335	B	presses	apply (enabled)
26	896.248	896.248	2	30	342	B	presses	apply (enabled)
26	896.258	896.258	2	30	343	B	loads	[(0, 3), (1, 4), (1, 5), (2, 3), (2, 8), (4, 9), (5, 6), (6, 7), (8, 9)]
26	896.991	896.991	2	30	345	B	presses	compare (enabled)
26	900.384	900.384	2	30	349	B	presses	compare (enabled)
26	927.835	927.835	2	30	363	A	removes	Basel-Bern (0-3)
26	929.240	929.240	2	30	364	A	removes	Zurich-Bern (2-3)
26	963.783	963.783	2	31	375	B	adds	Basel-Zurich (0-2)
26	996.932	996.932	2	31	380	B	adds	Basel-Bern (0-3)
26	1044.293	1044.293	2	32	393	A	removes	Basel-Bern (0-3)
26	1047.454	1047.454	2	32	396	A	removes	Montreux-Neuchatel (6-7)
26	1060.318	1060.318	2	33	399	B	removes	Basel-Zurich (0-2)
26	1079.165	1079.165	2	33	401	B	adds	Zurich-Bern (2-3)
26	1090.707	1090.707	2	34	406	A	adds	Luzern-Bern (1-3)
26	1092.812	1092.812	2	34	408	A	adds	Interlaken-Bern (5-3)
26	1110.784	1110.784	2	35	412	B	removes	Luzern-Bern (1-3)
26	1138.072	1138.072	2	35	415	B	removes	Interlaken-Bern (5-3)
26	1146.583	1146.583	2	36	418	A	presses	submit (disabled)
26	1147.421	1147.421	2	36	420	A	presses	submit (disabled)
26	1153.150	1153.150	2	36	422	B	presses	submit (disabled)
26	1154.818	1154.818	2	36	426	B	presses	compare (enabled)
26	1164.221	1164.221	2	36	428	A	adds	Basel-Bern (0-3)
26	1181.575	1181.575	2	36	450	A	presses	submit (disabled)
26	1181.757	1181.757	2	36	452	A	presses	submit (disabled)
26	1181.986	1181.986	2	36	454	A	presses	submit (disabled)
26	1187.376	1187.376	2	36	456	A	adds	Montreux-Neuchatel (6-7)
26	1192.017	1192.017	2	37	458	A	presses	submit (enabled)
26	1193.340	1193.340	2	37	459	T	submits	cost=27 (opt_cost=22)
26	1193.536	1193.536	2	37	460	R	shows	talking emotion
26	1193.536	1193.536	2	37	461	R	shows	up_left gesture
26	1193.626	1193.626	2	37	462	R	says	You are not that far from the minimum; the difference is only 5 Francs. I am sure you can do it.
26	1198.515	1198.515	2	37	464	B	presses	submit (enabled)
26	1205.786	1205.786	3	37	466	A	presses	compare (enabled)
26	1213.520	1213.520	3	37	468	A	presses	previous (enabled)
26	1214.670	1214.670	3	37	470	A	presses	compare (enabled)
26	1214.685	1214.685	3	37	471	A	presses	next (enabled)
26	1215.241	1215.241	3	37	473	A	presses	previous (enabled)
26	1215.792	1215.792	3	37	475	A	presses	compare (enabled)
26	1215.813	1215.813	3	37	476	A	presses	next (enabled)
26	1216.326	1216.326	3	37	478	A	presses	previous (enabled)
26	1216.802	1216.802	3	37	480	A	presses	compare (enabled)
26	1216.817	1216.817	3	37	481	A	presses	next (enabled)
26	1217.392	1217.392	3	37	483	A	presses	previous (enabled)
26	1217.852	1217.852	3	37	485	A	presses	compare (enabled)
26	1217.881	1217.881	3	37	486	A	presses	next (enabled)
26	1218.314	1218.314	3	37	488	A	presses	previous (enabled)
26	1218.745	1218.745	3	37	490	A	presses	compare (enabled)
26	1218.775	1218.775	3	37	491	A	presses	next (enabled)
26	1219.270	1219.270	3	37	493	A	presses	previous (enabled)
26	1219.729	1219.729	3	37	495	A	presses	compare (enabled)
26	1219.765	1219.765	3	37	496	A	presses	next (enabled)
26	1228.782	1228.782	3	37	499	B	adds	Basel-Bern (0-3)
26	1229.326	1229.326	3	38	501	A	adds	Basel-Neuchatel (0-7)
26	1230.621	1230.621	3	38	504	A	adds	Montreux-Neuchatel (6-7)
26	1232.256	1232.256	3	39	505	B	adds	Zurich-Bern (2-3)
26	1234.908	1234.908	3	39	507	A	presses	compare (enabled)
26	1238.203	1238.203	3	39	508	R	shows	observe gesture
26	1238.225	1238.225	3	39	509	R	says	So guys,..You have 5 more minutes to find the best solution. You can do it!
26	1246.966	1246.966	3	39	512	B	adds	Interlaken-Montreux (5-6)
26	1250.362	1250.362	3	40	514	A	adds	Zermatt-Interlaken (4-5)
26	1253.303	1253.303	3	41	517	B	adds	Luzern-Bern (1-3)
26	1256.499	1256.499	3	41	519	B	presses	apply (enabled)
26	1256.509	1256.509	3	41	520	B	loads	[(0, 3), (0, 7), (1, 3), (1, 4), (1, 5), (2, 3), (2, 8), (4, 5), (4, 9), (5, 6), (6, 7), (8, 9)]
26	1268.313	1268.313	3	41	522	B	presses	previous (enabled)
26	1268.960	1268.960	3	41	524	B	presses	compare (enabled)
26	1268.971	1268.971	3	41	525	B	presses	next (enabled)
26	1280.985	1280.985	3	41	527	A	adds	Neuchatel-Bern (7-3)
26	1282.221	1282.221	3	42	529	B	presses	previous (enabled)
26	1282.642	1282.642	3	42	531	A	adds	Interlaken-Neuchatel (5-7)
26	1283.236	1283.236	3	42	533	B	presses	compare (enabled)
26	1283.246	1283.246	3	42	534	B	presses	next (enabled)
26	1293.059	1293.059	3	43	536	B	removes	Interlaken-Neuchatel (5-7)
26	1318.390	1318.390	3	43	538	A	presses	previous (enabled)
26	1346.806	1346.806	3	43	544	B	removes	Neuchatel-Bern (7-3)
26	1364.278	1364.278	3	44	546	B	presses	previous (enabled)
26	1365.048	1365.048	3	44	548	B	presses	compare (enabled)
26	1365.060	1365.060	3	44	549	B	presses	next (enabled)
26	1371.973	1371.973	3	44	551	A	presses	submit (enabled)
26	1377.424	1377.424	3	44	553	A	presses	submit (selected)
26	1422.592	1422.592	3	44	555	A	removes	Montreux-Neuchatel (6-7)
26	1431.823	1431.823	3	44	560	A	adds	Interlaken-Neuchatel (5-7)
26	1477.449	1477.449	3	45	569	B	adds	Luzern-Zurich (1-2)
26	1479.124	1479.124	3	45	572	B	removes	Luzern-Zermatt (1-4)
26	1479.595	1479.595	3	46	573	A	adds	Zermatt-Interlaken (4-5)
26	1480.970	1480.970	3	46	575	A	removes	Luzern-Interlaken (1-5)
26	1517.903	1517.903	3	47	578	B	removes	Luzern-Zurich (1-2)
26	1539.026	1539.026	3	47	583	B	removes	Interlaken-Neuchatel (5-7)
26	1539.252	1539.252	3	48	584	A	adds	Montreux-Neuchatel (6-7)
26	1541.728	1541.728	3	48	587	A	adds	Interlaken-Neuchatel (5-7)
26	1572.347	1572.347	3	49	589	B	removes	Montreux-Neuchatel (6-7)
26	1583.358	1583.358	3	50	592	A	adds	Montreux-Neuchatel (6-7)
26	1585.864	1585.864	3	50	594	B	adds	Luzern-Zermatt (1-4)
26	1586.509	1586.509	3	51	596	A	presses	submit (enabled)
26	1588.290	1588.290	3	51	597	T	submits	cost=28 (opt_cost=22)
26	1588.534	1588.534	3	51	598	R	shows	talking emotion
26	1588.535	1588.535	3	51	599	R	shows	up_left gesture
26	1588.631	1588.631	3	51	600	R	says	You are not that far from the minimum; the difference is only 6 Francs. I am sure you can do it.
26	1593.093	1593.093	3	51	602	B	presses	submit (enabled)
26	1605.333	1605.333	4	51	604	B	presses	compare (enabled)
