team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
40	0.262	0.262	1	1	1	R	shows	observe gesture
40	0.339	0.339	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
40	53.777	53.777	1	1	6	R	shows	thinking gesture
40	53.791	53.791	1	1	7	R	says	(Hmm) I see.
40	58.359	58.359	1	1	9	A	presses	help (enabled)
40	61.923	61.923	1	1	11	B	presses	help (enabled)
40	98.804	98.804	1	1	12	R	shows	observe gesture
40	135.100	135.100	1	1	18	A	adds	Montreux-Neuchatel (6-7)
40	138.718	138.718	1	1	25	A	adds	Interlaken-Montreux (5-6)
40	148.682	148.682	1	2	30	A	presses	submit (disabled)
40	150.295	150.295	1	2	32	A	presses	submit (disabled)
40	150.762	150.762	1	2	33	B	adds	Zermatt-Interlaken (4-5)
40	158.743	158.743	1	2	36	R	shows	thinking gesture
40	158.755	158.755	1	2	37	R	says	(Hmm) I see.
40	159.269	159.269	1	2	38	B	adds	Basel-Neuchatel (0-7)
40	173.565	173.565	1	3	41	A	adds	Luzern-Zermatt (1-4)
40	176.960	176.960	1	3	43	A	adds	Luzern-Bern (1-3)
40	187.697	187.697	1	4	45	B	adds	Zurich-Bern (2-3)
40	202.508	202.508	1	4	47	B	adds	Zurich-Gallen (2-8)
40	204.845	204.845	1	5	49	A	adds	Gallen-Davos (8-9)
40	207.076	207.076	1	5	50	R	shows	observe gesture
40	230.642	230.642	1	5	52	A	presses	submit (enabled)
40	237.821	237.821	1	5	53	T	submits	cost=26 (opt_cost=22)
40	239.749	239.749	1	5	55	B	presses	submit (enabled)
40	240.013	240.013	1	5	56	R	shows	talking emotion
40	240.014	240.014	1	5	57	R	shows	up_left gesture
40	240.089	240.089	1	5	58	R	says	You are away from the minimum by 4 Francs. Let's Try again.
40	246.390	246.390	1	5	59	R	shows	talking emotion
40	246.390	246.390	1	5	60	R	shows	point_front gesture
40	246.496	246.496	1	5	61	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
40	260.182	260.182	2	5	64	B	presses	compare (enabled)
40	265.929	265.929	2	5	69	B	presses	compare (enabled)
40	278.773	278.773	2	5	71	R	shows	observe gesture
40	306.128	306.128	2	5	73	A	adds	Basel-Neuchatel (0-7)
40	324.378	324.378	2	5	76	A	adds	Montreux-Neuchatel (6-7)
40	331.350	331.350	2	6	78	B	adds	Interlaken-Montreux (5-6)
40	331.427	331.427	2	6	80	A	presses	compare (enabled)
40	340.244	340.244	2	6	83	A	presses	compare (enabled)
40	355.241	355.241	2	6	85	B	removes	Interlaken-Montreux (5-6)
40	366.885	366.885	2	7	89	B	presses	compare (enabled)
40	372.579	372.579	2	7	91	A	adds	Interlaken-Montreux (5-6)
40	406.488	406.488	2	7	94	A	adds	Zermatt-Interlaken (4-5)
40	423.651	423.651	2	8	97	B	adds	Basel-Bern (0-3)
40	458.841	458.841	2	8	98	R	shows	observe gesture
40	518.970	518.970	2	8	100	B	adds	Zurich-Bern (2-3)
40	524.231	524.231	2	9	102	A	adds	Luzern-Zurich (1-2)
40	539.931	539.931	2	9	105	A	adds	Luzern-Davos (1-9)
40	552.283	552.283	2	10	107	B	adds	Gallen-Davos (8-9)
40	557.014	557.014	2	10	109	B	adds	Zermatt-Davos (4-9)
40	564.844	564.844	2	11	111	A	adds	Luzern-Bern (1-3)
40	567.224	567.224	2	11	113	A	removes	Luzern-Bern (1-3)
40	578.744	578.744	2	12	116	R	shows	thinking gesture
40	578.755	578.755	2	12	117	R	says	(Hmm) I see.
40	590.983	590.983	2	12	120	A	presses	submit (enabled)
40	593.511	593.511	2	12	121	T	submits	cost=28 (opt_cost=22)
40	595.033	595.033	2	12	123	B	presses	submit (enabled)
40	595.704	595.704	2	12	124	R	shows	talking emotion
40	595.707	595.707	2	12	125	R	shows	up_left gesture
40	595.790	595.790	2	12	126	R	says	You are not that far from the minimum; the difference is only 6 Francs. I am sure you can do it.
40	617.167	617.167	3	12	128	A	presses	compare (enabled)
40	645.080	645.080	3	12	130	B	adds	Montreux-Neuchatel (6-7)
40	650.488	650.488	3	12	132	B	adds	Basel-Neuchatel (0-7)
40	659.368	659.368	3	13	134	A	adds	Zermatt-Montreux (4-6)
40	665.565	665.565	3	13	136	A	adds	Zermatt-Davos (4-9)
40	675.882	675.882	3	14	138	B	adds	Luzern-Davos (1-9)
40	679.015	679.015	3	14	140	B	adds	Luzern-Interlaken (1-5)
40	701.358	701.358	3	15	142	A	adds	Interlaken-Bern (5-3)
40	706.321	706.321	3	15	145	A	adds	Zurich-Bern (2-3)
40	717.252	717.252	3	16	147	B	adds	Zurich-Gallen (2-8)
40	722.915	722.915	3	16	149	A	presses	submit (enabled)
40	724.088	724.088	3	16	150	T	submits	cost=28 (opt_cost=22)
40	725.998	725.998	3	16	152	B	presses	submit (enabled)
40	726.264	726.264	3	16	153	R	shows	talking emotion
40	726.266	726.266	3	16	154	R	shows	up_left gesture
40	726.339	726.339	3	16	155	R	says	You are away from the minimum by 6 Francs. Let's Try again.
40	733.801	733.801	4	16	157	A	presses	compare (enabled)
40	758.194	758.194	4	16	162	A	presses	submit (disabled)
40	758.577	758.577	4	16	164	A	presses	submit (disabled)
40	758.770	758.770	4	16	166	A	presses	submit (disabled)
40	759.354	759.354	4	16	168	A	presses	compare (enabled)
40	761.878	761.878	4	16	170	B	adds	Basel-Zurich (0-2)
40	804.089	804.089	4	16	174	B	adds	Zurich-Gallen (2-8)
40	827.371	827.371	4	17	176	A	adds	Gallen-Davos (8-9)
40	830.977	830.977	4	17	178	A	adds	Zermatt-Davos (4-9)
40	844.291	844.291	4	18	181	B	adds	Zermatt-Montreux (4-6)
40	861.169	861.169	4	18	183	A	presses	previous (enabled)
40	861.489	861.489	4	18	185	A	presses	previous (enabled)
40	863.477	863.477	4	18	187	A	presses	compare (enabled)
40	863.490	863.490	4	18	188	A	presses	next (enabled)
40	873.622	873.622	4	18	190	B	adds	Interlaken-Montreux (5-6)
40	880.562	880.562	4	19	192	B	presses	previous (enabled)
40	884.712	884.712	4	19	194	B	presses	compare (enabled)
40	884.726	884.726	4	19	195	B	presses	next (enabled)
40	890.142	890.142	4	19	197	B	presses	previous (enabled)
40	891.289	891.289	4	19	199	A	adds	Interlaken-Neuchatel (5-7)
40	899.922	899.922	4	19	201	A	adds	Neuchatel-Bern (7-3)
40	921.882	921.882	4	20	203	A	presses	submit (enabled)
