team_no	start	end	attempt_no	turn_no	event_no	subject	verb	object
32	0.198	0.198	1	1	1	R	shows	observe gesture
32	0.287	0.287	1	1	2	R	says	So, Sally and Anne, let's start building the tracks. I count on you guys. Are you ready? Also, you need to play this game together, as both of you will see different views at all times. You can talk now to help each other. To see my instructions again, check the information icon on your screens. Time to play. Let's Go!
32	53.822	53.822	1	1	6	R	shows	thinking gesture
32	53.836	53.836	1	1	7	R	says	(Hmm) I see.
32	98.821	98.821	1	1	13	R	shows	observe gesture
32	106.422	106.422	1	1	15	A	adds	Basel-Bern (0-3)
32	123.340	123.340	1	1	17	A	adds	Zurich-Bern (2-3)
32	146.608	146.608	1	2	20	B	adds	Luzern-Zurich (1-2)
32	158.827	158.827	1	2	21	R	shows	thinking gesture
32	158.848	158.848	1	2	22	R	says	(Hmm) I see.
32	172.882	172.882	1	2	24	B	adds	Luzern-Davos (1-9)
32	183.199	183.199	1	3	27	A	adds	Zermatt-Davos (4-9)
32	192.586	192.586	1	3	30	A	adds	Zermatt-Montreux (4-6)
32	199.856	199.856	1	4	32	B	adds	Interlaken-Montreux (5-6)
32	204.015	204.015	1	4	34	B	adds	Interlaken-Neuchatel (5-7)
32	261.249	261.249	1	5	36	A	adds	Montreux-Neuchatel (6-7)
32	270.857	270.857	1	5	38	A	adds	Basel-Neuchatel (0-7)
32	278.806	278.806	1	6	39	R	shows	observe gesture
32	292.070	292.070	1	6	41	B	adds	Interlaken-Bern (5-3)
32	295.984	295.984	1	6	43	B	adds	Zermatt-Interlaken (4-5)
32	303.283	303.283	1	7	46	A	adds	Luzern-Interlaken (1-5)
32	322.104	322.104	1	7	49	A	adds	Luzern-Bern (1-3)
32	326.904	326.904	1	8	51	B	adds	Luzern-Zermatt (1-4)
32	329.846	329.846	1	8	53	B	adds	Zurich-Gallen (2-8)
32	330.033	330.033	1	9	54	R	shows	observe gesture
32	346.404	346.404	1	9	56	B	presses	submit (enabled)
32	361.273	361.273	1	9	58	A	presses	submit (enabled)
32	361.353	361.353	1	9	59	T	submits	cost=48 (opt_cost=22)
32	362.766	362.766	1	9	60	R	shows	talking emotion
32	362.766	362.766	1	9	61	R	shows	up_left gesture
32	362.855	362.855	1	9	62	R	says	You are away from the minimum by 26 Francs. Let's Try again.
32	369.697	369.697	1	9	63	R	shows	talking emotion
32	369.697	369.697	1	9	64	R	shows	point_front gesture
32	369.786	369.786	1	9	65	R	says	By the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
32	383.103	383.103	2	9	67	B	presses	compare (enabled)
32	410.659	410.659	2	9	71	A	adds	Basel-Neuchatel (0-7)
32	414.891	414.891	2	9	73	A	adds	Basel-Zurich (0-2)
32	420.820	420.820	2	10	75	B	adds	Zurich-Gallen (2-8)
32	422.497	422.497	2	10	77	B	adds	Gallen-Davos (8-9)
32	429.427	429.427	2	11	79	A	adds	Zermatt-Davos (4-9)
32	432.703	432.703	2	11	81	B	presses	compare (enabled)
32	433.939	433.939	2	11	83	B	presses	compare (enabled)
32	435.890	435.890	2	11	85	B	presses	apply (enabled)
32	435.900	435.900	2	11	86	B	loads	[(0, 2), (0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 8), (4, 5), (4, 6), (4, 9), (5, 3), (5, 6), (5, 7), (6, 7), (8, 9)]
32	447.656	447.656	2	11	89	A	removes	Luzern-Davos (1-9)
32	450.282	450.282	2	12	91	A	removes	Luzern-Bern (1-3)
32	455.541	455.541	2	13	93	B	removes	Zermatt-Davos (4-9)
32	458.199	458.199	2	13	96	B	removes	Zermatt-Interlaken (4-5)
32	465.602	465.602	2	14	98	A	adds	Zermatt-Davos (4-9)
32	470.038	470.038	2	14	100	A	adds	Gallen-Davos (8-9)
32	477.738	477.738	2	15	102	B	presses	submit (enabled)
32	482.609	482.609	2	15	104	A	presses	submit (enabled)
32	482.727	482.727	2	15	105	T	submits	cost=42 (opt_cost=22)
32	483.938	483.938	2	15	106	R	shows	up_left gesture
32	483.938	483.938	2	15	107	R	shows	talking emotion
32	484.024	484.024	2	15	108	R	says	You are not that far from the minimum; the difference is only 20 Francs. I am sure you can do it.
32	499.353	499.353	3	15	110	B	adds	Zermatt-Davos (4-9)
32	507.163	507.163	3	15	113	B	adds	Gallen-Davos (8-9)
32	519.948	519.948	3	16	116	A	adds	Zurich-Gallen (2-8)
32	523.621	523.621	3	16	118	A	adds	Basel-Zurich (0-2)
32	537.085	537.085	3	17	121	B	adds	Basel-Neuchatel (0-7)
32	539.029	539.029	3	17	123	B	adds	Montreux-Neuchatel (6-7)
32	543.457	543.457	3	18	125	A	adds	Interlaken-Montreux (5-6)
32	545.221	545.221	3	18	127	A	adds	Interlaken-Bern (5-3)
32	549.984	549.984	3	19	129	B	adds	Luzern-Bern (1-3)
32	551.593	551.593	3	19	131	B	adds	Luzern-Zermatt (1-4)
