team_no	utterance_no	start	end	interlocutor	utterance
7	0	42.525	43.004	A	okay .
7	1	47.732	48.615	A	i am doing this .
7	2	50.372	51.540	A	can i see him playing ?
7	3	52.079	54.326	B	i do not understand how , it is not working .
7	4	59.404	60.437	B	oh , okay .
7	5	63.538	65.994	A	i do not understand .
7	6	66.204	67.132	B	i understand .
7	7	68.403	69.661	B	what do i do now ?
7	8	71.714	72.864	A	bob ?
7	9	73.092	73.657	B	yeah ?
7	10	85.498	86.802	A	okay .
7	11	91.377	93.268	B	do you see what i am doing , or not ?
7	12	92.936	93.728	A	yeah i do .
7	13	94.264	95.491	A	then you see what i did ?
7	14	95.465	96.718	B	i ca n't see yours .
7	15	98.896	101.532	B	sometimes my screen turns like gray .
7	16	103.210	104.198	B	oh , there you go .
7	17	103.240	104.558	A	okay .
7	18	109.650	111.148	B	i do n't want the eraser .
7	19	116.339	119.005	B	oh my god , this is so weird .
7	20	117.477	118.226	A	okay .
7	21	126.584	132.545	A	why does it always show me like it is so annoying .
7	22	130.658	132.935	B	why does it turn gray sometimes ?
7	23	149.872	153.347	A	do you want to submit oh no , one sec .
7	24	152.898	157.661	B	no no no , do n't do n't submit .
7	25	155.234	156.434	A	let let 's not submit .
7	26	156.710	158.260	A	no , do n't submit .
7	27	164.939	166.497	B	okay um
7	28	165.250	166.013	A	it 's
7	29	174.723	176.790	A	no i ca n't have it , not yet .
7	30	176.910	177.539	B	what ?
7	31	177.779	179.457	A	let 's not do it , yet .
7	32	180.056	180.865	B	i think
7	33	181.224	183.351	B	do we need to connect it , to all places ?
7	34	183.021	184.669	A	we need to connect everything .
7	35	184.939	186.646	B	even to like the big buildings ?
7	36	187.425	190.750	A	no , you ca n't connect to the big buildings .
7	37	187.515	188.264	B	like the
7	38	189.822	193.866	B	oh we need to connect yeah we need to connect everything okay yeah i understand .
7	39	193.297	196.652	A	uh we did n't connect everything yet .
7	40	195.309	197.166	B	yeah we definitely did n't .
7	41	198.394	201.390	A	no we need to connect all the mountains .
7	42	200.671	202.199	B	how do i go back to do it ?
7	43	203.277	205.194	A	go back to do what ?
7	44	205.224	210.886	B	like to do it , to the trace , because right now my screen is like gray and it is not working .
7	45	209.538	211.126	A	okay so click two times .
7	46	211.216	211.875	B	what ?
7	47	211.815	213.942	A	click two ties on the board .
7	48	215.795	217.412	B	it 's not working man .
7	49	217.742	220.348	A	i think we can , finish .
7	50	219.359	221.187	B	i do n't understand .
7	51	223.344	225.620	A	just wait a moment .
7	52	227.538	228.316	A	okay .
7	53	228.954	230.872	B	yeah but for me it is not working .
7	54	231.532	233.118	A	it did so , look !
7	55	231.591	233.418	B	oh , oh yeah now it 's working .
7	56	233.688	235.425	A	we do it now oh it 's the uh yours .
7	57	236.234	238.541	A	okay oh we are doing one turn each .
7	58	238.960	240.937	B	yeah that is why i think we are doing but uh .
7	59	242.342	243.236	A	so
7	60	242.450	243.978	B	oh we connected everything !
7	61	244.188	244.776	A	no .
7	62	244.776	245.565	A	uh
7	63	244.846	245.356	B	yeah .
7	64	247.033	247.396	A	sure ?
7	65	248.291	249.699	B	yeah we connected everything .
7	66	249.610	251.347	A	i do n't what uh let me see .
7	67	252.006	253.923	B	yeah exactly we connected everything .
7	68	254.642	257.818	A	uh okay let 's go , three , two , one .
7	69	256.559	257.758	B	two , one .
7	70	262.200	264.058	B	that is not a lot .
7	71	276.879	278.766	B	alright .
7	72	277.628	279.605	A	alright .
7	73	280.126	281.834	B	now it 's your turn .
7	74	282.253	283.421	A	it 's my turn .
7	75	284.590	288.574	B	so we have to connect them in a way or we have to connect two of them together ?
7	76	288.394	289.802	A	we have to connect all .
7	77	289.173	289.742	B	so .
7	78	291.300	292.349	B	wait what the heck ?
7	79	293.667	294.865	B	wait what ?
7	80	295.194	298.948	A	oh here okay four , five , three two four .
7	81	299.008	300.895	B	okay neither just all connected .
7	82	301.734	302.356	A	what ?
7	83	303.352	306.707	B	i do n't know what just happened , neither just all connected now .
7	84	307.036	309.403	A	yeah , one sec .
7	85	309.695	311.372	A	they did n't all .
7	86	312.271	314.488	A	what , a heck .
7	87	312.331	314.488	B	this is all weird there 's a
7	88	315.626	316.705	B	it 's glitching .
7	89	317.903	320.210	A	everything connected .
7	90	318.981	320.479	B	is it glitching or something ?
7	91	321.496	323.324	A	i ca n't do anything .
7	92	323.354	325.570	B	they are all connected like that uh .
7	93	331.532	332.281	A	oh my god .
7	94	332.970	334.797	B	you need to do all connected .
7	95	334.827	336.684	A	yeah did all i 'll still check .
7	96	336.535	339.440	B	okay there is the check i do n't know three two one .
7	97	339.231	340.728	A	waiting for your friend .
7	98	344.222	345.960	B	that 's weird .
7	99	346.379	347.697	A	okay let 's erase everything .
7	100	347.577	348.955	B	okay yeah let 's just
7	101	349.075	353.599	A	you are going to do a lot , you just need to connect all of them .
7	102	354.317	355.935	B	yeah exacly , so
7	103	356.864	358.481	A	so
7	104	357.433	358.631	B	oh i understand .
7	105	359.086	362.591	A	you do n't do a lot of money .
7	106	360.673	362.572	B	i know i know i understand i understand .
7	107	362.920	363.759	B	so do n't
7	108	364.688	368.548	B	exact exact , you go like that yeah , and then , yeah .
7	109	364.897	365.706	A	use
