team_no	utterance_no	start	end	interlocutor	utterance
47	0	40.321	42.448	B	um okay so .
47	1	41.430	42.628	A	okay so .
47	2	43.736	48.140	B	i 'm going from mount montreux to mount interlaken .
47	3	48.709	50.836	A	to mount what , what wait mount ?
47	4	57.071	58.090	A	um
47	5	64.419	65.648	B	oh that 's cool .
47	6	77.378	78.546	A	uh
47	7	82.725	83.804	A	okay .
47	8	85.062	87.638	A	i kind of get it if i have question can i ask you ?
47	9	94.867	95.556	A	okay .
47	10	97.344	98.123	A	okay .
47	11	106.359	108.217	A	so where are you building ?
47	12	113.288	113.857	A	um
47	13	119.526	123.001	A	i go from mount zermatt to mount davos .
47	14	120.724	123.600	B	oh okay it 's your turn then .
47	15	123.600	126.416	A	and now your turn you can .
47	16	128.526	130.653	A	oh , um
47	17	133.139	135.625	A	um just
47	18	136.374	141.095	A	so we need to collect connect all of them together using the less the least money ?
47	19	142.113	142.862	A	okay .
47	20	150.529	151.518	A	okay .
47	21	186.563	187.285	B	three
47	22	187.799	188.255	B	two
47	23	188.750	189.263	A	one .
47	24	188.750	189.206	B	one .
47	25	191.429	194.016	A	oh green , green check oh wait .
47	26	216.135	216.990	A	okay .
47	27	220.357	221.289	B	oh okay .
47	28	221.479	222.164	A	okay .
47	29	223.628	225.188	A	i 'll build first .
47	30	228.708	230.591	A	why are we 5 francs away ?
47	31	233.216	234.167	A	um
47	32	237.020	239.606	A	i think short distances will make less money .
47	33	281.203	283.257	A	okay , let 's click it .
47	34	284.094	286.718	A	go , oh oh gosh , waiting for .
47	35	293.818	295.986	A	hello robot .
47	36	306.670	308.458	A	okay come on let 's press it together .
47	37	308.192	309.447	B	i do that i already pressed it .
47	38	309.599	310.094	A	three .
47	39	310.094	310.855	B	two .
47	40	310.969	311.539	A	one .
47	41	311.692	312.300	A	go .
47	42	317.397	320.821	A	16 oh gosh let 's let 's just start .
47	43	321.277	322.825	A	let 's just do our you know .
47	44	321.836	324.384	B	i know how we should start , let 's so
47	45	323.833	326.838	A	let 's start from mount zermatt to mount davos .
47	46	331.927	333.639	A	wait mount what ?
47	47	333.430	334.704	B	mount montreux .
47	48	335.207	338.231	A	oh mount mount montreux , to
47	49	337.717	339.790	B	to mount neuchatel .
47	50	339.600	340.152	A	okay .
47	51	342.377	344.470	B	and then go to mount interlaken .
47	52	342.511	342.986	A	and
47	53	345.268	346.257	A	you sure because
47	54	345.953	346.543	B	yeah .
47	55	346.257	346.809	A	okay .
47	56	347.551	350.309	A	i see oh 3 and 2 , we 've got 5 francs .
47	57	351.944	353.371	A	um i 'll go from
47	58	352.325	354.816	B	go to mount zurich .
47	59	354.784	357.582	A	go to mount zurich , and then from mount zurich
47	60	358.058	359.123	B	to mount luzern .
47	61	359.503	361.082	A	luzern , you go .
47	62	362.144	362.924	A	okay .
47	63	366.462	368.421	A	mount s t gallen .
47	64	370.025	371.128	A	which mountain ?
47	65	371.147	371.566	B	mount
47	66	371.870	373.126	B	mount zurich .
47	67	371.927	372.517	A	okay .
47	68	373.594	376.999	A	now we already collected , okay we 're ready two one go .
47	69	374.793	376.771	B	okay three two one .
47	70	382.557	384.763	A	3 francs okay how can we
47	71	383.032	384.953	B	oh okay we 're close .
47	72	386.006	387.604	A	okay um
47	73	387.337	388.821	B	okay you should take the lead now .
47	74	388.745	389.392	A	okay .
47	75	390.533	391.997	A	let 's go from mount
47	76	393.376	395.960	A	davos to mount s t gallen .
47	77	396.762	399.063	A	and from mount s t gallen to mount zurich .
47	78	400.433	404.370	B	uh then where should i go , from mount mount luzern to mount zermatt .
47	79	404.712	408.642	A	yeah , no go from mount zurich to mount um bern .
47	80	409.073	413.296	A	because uh like , and now go from mount bern go to mount basel .
47	81	417.385	417.879	A	okay .
